metrics.fit_duration,metrics.rtp_duration,metrics.process_stage_width,metrics.rtp_similarity,metrics.nap_eval_duration,metrics.avg_pruned_patterns_per_stage,metrics.rtp_eval_duration,metrics.rtp_similarity_h_2,metrics.prep_duration,metrics.rtp_similarity_h_20,metrics.avg_unpruned_patterns_per_stage,metrics.rtp_similarity_h_1,metrics.nap_balanced_accuracy,metrics.none_share,metrics.n_process_stages,metrics.total_run_time,metrics.nap_duration,metrics.rtp_similarity_h_15,metrics.rtp_similarity_h_5,metrics.rtp_similarity_h_10,metrics.nap_accuracy,metrics.rtp_similarity_h_3,params.model_config,params.max_pattern_size_train,params.cv_folds,params.train_pct,params.max_pattern_size_eval,params.weights,params.task,params.ncores,params.filter_sequences,params.cv_hash,params.prune_func,params.base_cv_hash,params.process_stage_width_percentage,params.dataset,params.min_freq,params.break_buffer,params.random_seed,params.weight,params.selection_method
174.49873278662562,53.18501164577901,77.0,0.3524319531545379,0.1590155195444822,0.0,17.807150134816766,0.7694453010633178,0.927440695464611,0.361507639472129,86584.0,0.8787627489948855,0.4359283326561294,6.0510710395740045e-05,1.0,109617.39977376722,59.01621723175049,0.3769544488859783,0.5657560713888973,0.4218010786685564,0.3712332082778651,0.6839960754163192,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s8,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.8,WEIGHTED_PROBS_LEN
174.49873278662562,52.72509731352329,77.0,0.3559355198025567,0.1527774166315794,0.0,17.806665694341063,0.7802463793377843,0.927440695464611,0.3699005895525257,88327.0,0.884781873600405,0.4553537597882447,0.0,1.0,109486.71363620274,58.92141315899789,0.3864978176369211,0.5764081171669849,0.4300384504151125,0.3844035548879709,0.697398842696269,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s8,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.8,WEIGHTED_PROBS_LEN
174.49873278662562,53.77344246022403,77.0,0.3517923443359801,0.1545713674277067,0.0,17.562045481055975,0.7792633001446397,0.927440695464611,0.3649696603575605,87953.0,0.8848204643754658,0.4502814488277526,0.0,1.0,109356.59063454343,59.22255255654454,0.3843810573696517,0.5772641508545242,0.4367604980005369,0.3766507533015066,0.6960414540587244,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s8,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.8,WEIGHTED_PROBS_LEN
174.49873278662562,66.68284008465707,77.0,0.3464132499293774,0.1599143575876951,0.0,17.732070486992598,0.782181295860317,0.927440695464611,0.3617134565419957,86381.0,0.8879122455730674,0.4603458274023574,0.0,1.0,109225.32356891409,61.36229713074863,0.3807861256984055,0.5751795070529006,0.432073139293083,0.388879205159491,0.6955212667813842,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s8,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.8,WEIGHTED_PROBS_LEN
174.49873278662562,54.73404256626964,75.0,0.350548313571842,0.1578441765159368,0.0,17.73402256704867,0.7767100433755004,0.927440695464611,0.3679324631800977,87204.0,0.882189945222084,0.4440535429565112,0.0,1.0,109078.88218843378,59.83636265993118,0.3838144661277541,0.5755568060262831,0.4311087960242851,0.3793060947803044,0.6941509666116195,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s8,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.8,WEIGHTED_PROBS_LEN
174.49873278662562,52.72343124076724,77.0,0.3524319531545379,0.1621075980365276,0.0,17.56038468889892,0.7694453010633178,0.927440695464611,0.361507639472129,86584.0,0.8787627489948855,0.4359283326561294,6.0510710395740045e-05,1.0,108945.902030807,58.29861313290894,0.3769544488859783,0.5657560713888973,0.4218010786685564,0.3712332082778651,0.6839960754163192,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s7,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.7,WEIGHTED_PROBS_LEN
174.49873278662562,52.63493217155337,77.0,0.3559165260244202,0.1584158241748809,0.0,17.41636736690998,0.7802871692547658,0.927440695464611,0.3699254994254916,88327.0,0.884802735619014,0.4553832148692462,0.0,1.0,108816.6493631024,59.6128039881587,0.3865273981110681,0.576447038843494,0.4300727014904406,0.3844661409437977,0.6974386984930143,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s7,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.7,WEIGHTED_PROBS_LEN
174.49873278662562,52.97577124461532,77.0,0.35179027766518,0.1614501215517521,0.0,17.51137257926166,0.7792984335482398,0.927440695464611,0.3649675936867604,87953.0,0.8848411310834657,0.4503109891798736,0.0,1.0,108686.31935026684,59.81444420851767,0.3843789906988517,0.5772868842333241,0.4367584313297369,0.3767127534255068,0.6960703874499247,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s7,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.7,WEIGHTED_PROBS_LEN
174.49873278662562,54.25884509831667,77.0,0.3464132499293774,0.155889181420207,0.0,17.52399513684213,0.782181295860317,0.927440695464611,0.3617134565419957,86381.0,0.8879122455730674,0.4603458274023574,0.0,1.0,108555.3385947533,58.56937960162759,0.3807861256984055,0.5751795070529006,0.432073139293083,0.388879205159491,0.6955212667813842,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s7,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.7,WEIGHTED_PROBS_LEN
174.49873278662562,64.26761616766453,75.0,0.350548313571842,0.1544345747679472,0.0,17.650866724550724,0.7767100433755004,0.927440695464611,0.3679324631800977,87204.0,0.882189945222084,0.4440535429565112,0.0,1.0,108424.3158238232,70.48315859027207,0.3838144661277541,0.5755568060262831,0.4311087960242851,0.3793060947803044,0.6941509666116195,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s7,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.7,WEIGHTED_PROBS_LEN
174.49873278662562,65.33538457937539,77.0,0.3524319531545379,0.1621588636189699,0.0,17.888837104663253,0.7694453010633178,0.927440695464611,0.361507639472129,86584.0,0.8787627489948855,0.4359283326561294,6.0510710395740045e-05,1.0,108271.24331075512,60.13400526717305,0.3769544488859783,0.5657560713888973,0.4218010786685564,0.3712332082778651,0.6839960754163192,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s6,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.6,WEIGHTED_PROBS_LEN
174.49873278662562,52.77786387875676,77.0,0.3559165260244202,0.1933719646185636,0.0,17.712388571351767,0.7802871692547658,0.927440695464611,0.3699254994254916,88327.0,0.884802735619014,0.4553832148692462,0.0,1.0,108127.21183465794,58.414461102336645,0.3865273981110681,0.576447038843494,0.4300727014904406,0.3844661409437977,0.6974386984930143,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s6,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.6,WEIGHTED_PROBS_LEN
174.49873278662562,53.11589999310672,77.0,0.35179027766518,0.1500178147107362,0.0,17.734650071710348,0.7792984335482398,0.927440695464611,0.3649675936867604,87953.0,0.8848411310834657,0.4503109891798736,0.0,1.0,107997.59311719611,59.68319324590266,0.3843789906988517,0.5772868842333241,0.4367584313297369,0.3767127534255068,0.6960703874499247,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s6,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.6,WEIGHTED_PROBS_LEN
174.49873278662562,53.20964345149696,77.0,0.3464132499293774,0.1619159691035747,0.0,17.730533162131906,0.782181295860317,0.927440695464611,0.3617134565419957,86381.0,0.8879122455730674,0.4603458274023574,0.0,1.0,107866.3914352227,60.67417124472559,0.3807861256984055,0.5751795070529006,0.432073139293083,0.388879205159491,0.6955212667813842,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s6,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.6,WEIGHTED_PROBS_LEN
174.49873278662562,54.97771086730063,75.0,0.350548313571842,0.1596527453511953,0.0,17.779316522181034,0.7767100433755004,0.927440695464611,0.3679324631800977,87204.0,0.882189945222084,0.4440535429565112,0.0,1.0,107734.10746257009,60.4291288331151,0.3838144661277541,0.5755568060262831,0.4311087960242851,0.3793060947803044,0.6941509666116195,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s6,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.6,WEIGHTED_PROBS_LEN
174.49873278662562,62.59808152168989,77.0,0.3524319531545379,0.1608583033084869,0.0,17.722646670415998,0.7694453010633178,0.927440695464611,0.361507639472129,86584.0,0.8787627489948855,0.4359283326561294,6.0510710395740045e-05,1.0,107600.25332527047,69.22825106792152,0.3769544488859783,0.5657560713888973,0.4218010786685564,0.3712332082778651,0.6839960754163192,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s5,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.5,WEIGHTED_PROBS_LEN
174.49873278662562,66.06843191385269,77.0,0.3559165260244202,0.1599349528551101,0.0,17.98141280375421,0.7802871692547658,0.927440695464611,0.3699254994254916,88327.0,0.884802735619014,0.4553832148692462,0.0,1.0,107449.96228673124,60.187250623479486,0.3865273981110681,0.576447038843494,0.4300727014904406,0.3844661409437977,0.6974386984930143,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s5,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.5,WEIGHTED_PROBS_LEN
174.49873278662562,53.44189930520952,77.0,0.35179027766518,0.1605201475322246,0.0,17.8542358931154,0.7792984335482398,0.927440695464611,0.3649675936867604,87953.0,0.8848411310834657,0.4503109891798736,0.0,1.0,107305.0582245458,59.72270578332245,0.3843789906988517,0.5772868842333241,0.4367584313297369,0.3767127534255068,0.6960703874499247,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s5,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.5,WEIGHTED_PROBS_LEN
174.49873278662562,54.41978330351412,77.0,0.3464132499293774,0.1605166792869568,0.0,17.759898893535137,0.782181295860317,0.927440695464611,0.3617134565419957,86381.0,0.8879122455730674,0.4603458274023574,0.0,1.0,107173.37169146352,59.92150240205228,0.3807861256984055,0.5751795070529006,0.432073139293083,0.388879205159491,0.6955212667813842,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s5,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.5,WEIGHTED_PROBS_LEN
174.49873278662562,53.07043077237904,75.0,0.350548313571842,0.1549464799463749,0.0,17.789099799469113,0.7767100433755004,0.927440695464611,0.3679324631800977,87204.0,0.882189945222084,0.4440535429565112,0.0,1.0,107040.58963041008,60.797070916742086,0.3838144661277541,0.5755568060262831,0.4311087960242851,0.3793060947803044,0.6941509666116195,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s5,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.5,WEIGHTED_PROBS_LEN
174.49873278662562,53.45068076625466,77.0,0.3523969688617357,0.1569766830652952,0.0,17.69731016457081,0.7694244854880202,0.927440695464611,0.3614671542056544,86584.0,0.8787554530646414,0.4360553296994486,6.0510710395740045e-05,1.0,106908.27561406603,59.28424261137843,0.3769003552584429,0.5657512361164366,0.4217458648147296,0.3714147404090524,0.6839370542691118,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s4,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.4,WEIGHTED_PROBS_LEN
174.49873278662562,52.95447320491076,77.0,0.3559165260244202,0.1580211371183395,0.0,17.62977796420455,0.7802871692547658,0.927440695464611,0.3699254994254916,88327.0,0.884802735619014,0.4553832148692462,0.0,1.0,106777.17544789612,59.534388456493616,0.3865273981110681,0.576447038843494,0.4300727014904406,0.3844661409437977,0.6974386984930143,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s4,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.4,WEIGHTED_PROBS_LEN
174.49873278662562,66.6981093864888,77.0,0.35179027766518,0.1589113362133503,0.0,17.760797394439578,0.7792984335482398,0.927440695464611,0.3649675936867604,87953.0,0.8848411310834657,0.4503109891798736,0.0,1.0,106646.39207373188,60.89443648792803,0.3843789906988517,0.5772868842333241,0.4367584313297369,0.3767127534255068,0.6960703874499247,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s4,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.4,WEIGHTED_PROBS_LEN
174.49873278662562,53.861842196434736,77.0,0.3465009768976563,0.1614433955401182,0.0,17.946418810635805,0.7822213270452429,0.927440695464611,0.3617986573199969,86381.0,0.8879389255416387,0.4603752764113982,0.0,1.0,106500.36936927214,60.630610870197415,0.3808678608504082,0.5752473853678195,0.4321559293344303,0.3889373075358782,0.6955683315197129,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s4,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.4,WEIGHTED_PROBS_LEN
174.49873278662562,54.989283848553896,75.0,0.3505710383878229,0.1637918204069137,0.0,17.912342820316553,0.7766208784668692,0.927440695464611,0.3679465755036294,87204.0,0.8821730780506355,0.4440844243103498,0.0,1.0,106367.26483828388,60.21963197551668,0.3838357892856903,0.5754560909963716,0.4310871169534152,0.3793677204658902,0.6940362802028817,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s4,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.4,WEIGHTED_PROBS_LEN
174.49873278662562,192.86202077567577,77.0,0.2369877380587981,0.1656308192759752,0.0,20.37125461176037,0.8719374134723777,0.927440695464611,0.5631882312935053,86584.0,0.9366009111198674,0.5101401490222257,6.0510710395740045e-05,1.0,106233.4674567338,60.67844717204571,0.5984331691517453,0.7493483624930201,0.6501870720823738,0.5651095243858163,0.8202956656301917,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s3,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.3,WEIGHTED_PROBS_LEN
174.49873278662562,179.32463230751455,77.0,0.2493072554269176,0.1613192893564701,0.0,19.994661359116435,0.8778481559103629,0.927440695464611,0.5601113708870386,88327.0,0.9373864272204964,0.528250467465502,0.0,1.0,105958.8513957858,59.2645709682256,0.6004396522788094,0.7585008844068272,0.6560323725668511,0.5737889598197522,0.8299689991389567,exhaustive_selection_config,21.0,5.0,0.8,21.0,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]","['nap', 'rtp']",12.0,1.0,252336560693540533935881068298825202077_eps9_s3,,2.5233656069354052e+38,1.0,BPI2012_WC,1e-15,1.2,42.0,0.3,WEIGHTED_PROBS_LEN
