metrics.total_run_time,metrics.fit_duration,metrics.none_share,metrics.nap_accuracy,metrics.nap_balanced_accuracy,metrics.rtp_similarity,metrics.prep_duration,metrics.nap_duration,metrics.nap_eval_duration,metrics.rtp_duration,metrics.rtp_eval_duration,metrics.process_stage_width,metrics.n_process_stages,metrics.avg_unpruned_patterns_per_stage,metrics.avg_pruned_patterns_per_stage,params.dataset,params.task,params.max_pattern_size_train,params.max_pattern_size_eval,params.process_stage_width_percentage,params.selection_method,params.weight,params.weights,params.min_freq,params.train_pct,params.random_seed,params.filter_sequences,params.break_buffer,params.prune_func,params.ncores,params.cv_hash,params.base_cv_hash,params.cv_folds
109617.39977376722,174.49873278662562,6.0510710395740045e-05,0.3712332082778651,0.4359283326561294,0.3524319531545379,0.927440695464611,59.01621723175049,0.1590155195444822,53.18501164577901,17.807150134816766,77.0,1.0,86584.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.8,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s8,2.523365606935405e+38,5.0
109486.71363620274,174.49873278662562,0.0,0.3844035548879709,0.4553537597882447,0.3559355198025567,0.927440695464611,58.92141315899789,0.1527774166315794,52.72509731352329,17.806665694341063,77.0,1.0,88327.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.8,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s8,2.523365606935405e+38,5.0
109356.59063454343,174.49873278662562,0.0,0.3766507533015066,0.4502814488277526,0.3517923443359801,0.927440695464611,59.22255255654454,0.1545713674277067,53.77344246022403,17.562045481055975,77.0,1.0,87953.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.8,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s8,2.523365606935405e+38,5.0
109225.32356891409,174.49873278662562,0.0,0.388879205159491,0.4603458274023574,0.3464132499293774,0.927440695464611,61.36229713074863,0.1599143575876951,66.68284008465707,17.732070486992598,77.0,1.0,86381.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.8,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s8,2.523365606935405e+38,5.0
109078.88218843378,174.49873278662562,0.0,0.3793060947803044,0.4440535429565112,0.350548313571842,0.927440695464611,59.83636265993118,0.1578441765159368,54.73404256626964,17.73402256704867,75.0,1.0,87204.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.8,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s8,2.523365606935405e+38,5.0
108945.902030807,174.49873278662562,6.0510710395740045e-05,0.3712332082778651,0.4359283326561294,0.3524319531545379,0.927440695464611,58.29861313290894,0.1621075980365276,52.72343124076724,17.56038468889892,77.0,1.0,86584.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.7,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s7,2.523365606935405e+38,5.0
108816.6493631024,174.49873278662562,0.0,0.3844661409437977,0.4553832148692462,0.3559165260244202,0.927440695464611,59.6128039881587,0.1584158241748809,52.63493217155337,17.41636736690998,77.0,1.0,88327.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.7,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s7,2.523365606935405e+38,5.0
108686.31935026684,174.49873278662562,0.0,0.3767127534255068,0.4503109891798736,0.35179027766518,0.927440695464611,59.81444420851767,0.1614501215517521,52.97577124461532,17.51137257926166,77.0,1.0,87953.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.7,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s7,2.523365606935405e+38,5.0
108555.3385947533,174.49873278662562,0.0,0.388879205159491,0.4603458274023574,0.3464132499293774,0.927440695464611,58.56937960162759,0.155889181420207,54.25884509831667,17.52399513684213,77.0,1.0,86381.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.7,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s7,2.523365606935405e+38,5.0
108424.3158238232,174.49873278662562,0.0,0.3793060947803044,0.4440535429565112,0.350548313571842,0.927440695464611,70.48315859027207,0.1544345747679472,64.26761616766453,17.650866724550724,75.0,1.0,87204.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.7,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s7,2.523365606935405e+38,5.0
108271.24331075512,174.49873278662562,6.0510710395740045e-05,0.3712332082778651,0.4359283326561294,0.3524319531545379,0.927440695464611,60.13400526717305,0.1621588636189699,65.33538457937539,17.888837104663253,77.0,1.0,86584.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.6,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s6,2.523365606935405e+38,5.0
108127.21183465794,174.49873278662562,0.0,0.3844661409437977,0.4553832148692462,0.3559165260244202,0.927440695464611,58.414461102336645,0.1933719646185636,52.77786387875676,17.712388571351767,77.0,1.0,88327.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.6,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s6,2.523365606935405e+38,5.0
107997.59311719611,174.49873278662562,0.0,0.3767127534255068,0.4503109891798736,0.35179027766518,0.927440695464611,59.68319324590266,0.1500178147107362,53.11589999310672,17.734650071710348,77.0,1.0,87953.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.6,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s6,2.523365606935405e+38,5.0
107866.3914352227,174.49873278662562,0.0,0.388879205159491,0.4603458274023574,0.3464132499293774,0.927440695464611,60.67417124472559,0.1619159691035747,53.20964345149696,17.730533162131906,77.0,1.0,86381.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.6,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s6,2.523365606935405e+38,5.0
107734.10746257009,174.49873278662562,0.0,0.3793060947803044,0.4440535429565112,0.350548313571842,0.927440695464611,60.4291288331151,0.1596527453511953,54.97771086730063,17.779316522181034,75.0,1.0,87204.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.6,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s6,2.523365606935405e+38,5.0
107600.25332527047,174.49873278662562,6.0510710395740045e-05,0.3712332082778651,0.4359283326561294,0.3524319531545379,0.927440695464611,69.22825106792152,0.1608583033084869,62.59808152168989,17.722646670415998,77.0,1.0,86584.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.5,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s5,2.523365606935405e+38,5.0
107449.96228673124,174.49873278662562,0.0,0.3844661409437977,0.4553832148692462,0.3559165260244202,0.927440695464611,60.187250623479486,0.1599349528551101,66.06843191385269,17.98141280375421,77.0,1.0,88327.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.5,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s5,2.523365606935405e+38,5.0
107305.0582245458,174.49873278662562,0.0,0.3767127534255068,0.4503109891798736,0.35179027766518,0.927440695464611,59.72270578332245,0.1605201475322246,53.44189930520952,17.8542358931154,77.0,1.0,87953.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.5,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s5,2.523365606935405e+38,5.0
107173.37169146352,174.49873278662562,0.0,0.388879205159491,0.4603458274023574,0.3464132499293774,0.927440695464611,59.92150240205228,0.1605166792869568,54.41978330351412,17.759898893535137,77.0,1.0,86381.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.5,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s5,2.523365606935405e+38,5.0
107040.58963041008,174.49873278662562,0.0,0.3793060947803044,0.4440535429565112,0.350548313571842,0.927440695464611,60.797070916742086,0.1549464799463749,53.07043077237904,17.789099799469113,75.0,1.0,87204.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.5,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s5,2.523365606935405e+38,5.0
106908.27561406603,174.49873278662562,6.0510710395740045e-05,0.3714147404090524,0.4360553296994486,0.3523969688617357,0.927440695464611,59.28424261137843,0.1569766830652952,53.45068076625466,17.69731016457081,77.0,1.0,86584.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.4,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s4,2.523365606935405e+38,5.0
106777.17544789612,174.49873278662562,0.0,0.3844661409437977,0.4553832148692462,0.3559165260244202,0.927440695464611,59.534388456493616,0.1580211371183395,52.95447320491076,17.62977796420455,77.0,1.0,88327.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.4,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s4,2.523365606935405e+38,5.0
106646.39207373188,174.49873278662562,0.0,0.3767127534255068,0.4503109891798736,0.35179027766518,0.927440695464611,60.89443648792803,0.1589113362133503,66.6981093864888,17.760797394439578,77.0,1.0,87953.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.4,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s4,2.523365606935405e+38,5.0
106500.36936927214,174.49873278662562,0.0,0.3889373075358782,0.4603752764113982,0.3465009768976563,0.927440695464611,60.630610870197415,0.1614433955401182,53.861842196434736,17.946418810635805,77.0,1.0,86381.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.4,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s4,2.523365606935405e+38,5.0
106367.26483828388,174.49873278662562,0.0,0.3793677204658902,0.4440844243103498,0.3505710383878229,0.927440695464611,60.21963197551668,0.1637918204069137,54.989283848553896,17.912342820316553,75.0,1.0,87204.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.4,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s4,2.523365606935405e+38,5.0
106233.4674567338,174.49873278662562,6.0510710395740045e-05,0.5651095243858163,0.5101401490222257,0.2369877380587981,0.927440695464611,60.67844717204571,0.1656308192759752,192.86202077567577,20.37125461176037,77.0,1.0,86584.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.3,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s3,2.523365606935405e+38,5.0
105958.8513957858,174.49873278662562,0.0,0.5737889598197522,0.528250467465502,0.2493072554269176,0.927440695464611,59.2645709682256,0.1613192893564701,179.32463230751455,19.994661359116435,77.0,1.0,88327.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.3,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s3,2.523365606935405e+38,5.0
105699.5703050401,174.49873278662562,0.0,0.5772831545663092,0.5224034830182168,0.2436575380977633,0.927440695464611,60.38579825311899,0.1554073542356491,202.70807573199272,20.570473849773407,77.0,1.0,87953.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.3,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s3,2.523365606935405e+38,5.0
105415.2137359958,174.49873278662562,0.0,0.5739352739527047,0.5343573882390976,0.2439381368137389,0.927440695464611,62.34407603554428,0.1591433472931385,205.35404855757952,20.2763692252338,77.0,1.0,86381.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.3,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s3,2.523365606935405e+38,5.0
105126.5581574738,174.49873278662562,0.0,0.5672028101312627,0.5185655789386432,0.2421291006937316,0.927440695464611,61.139389127492905,0.1662064976990223,192.07889225147665,20.659875063225627,75.0,1.0,87204.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.3,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s3,2.523365606935405e+38,5.0
104851.9804465659,174.49873278662562,6.0510710395740045e-05,0.6448021299770059,0.5564785182393005,0.1604709907301455,0.927440695464611,60.38057943247259,0.1655523721128702,281.7322880253196,21.896630059927706,77.0,1.0,86584.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.2,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s2,2.523365606935405e+38,5.0
104487.28381030262,174.49873278662562,0.0,0.6455125797972212,0.5656087447460166,0.1717774943892276,0.927440695464611,59.96232287958264,0.1607745718210935,255.95059344358745,21.378420712426305,77.0,1.0,88327.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.2,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s2,2.523365606935405e+38,5.0
104149.31539022176,174.49873278662562,0.0,0.6476532953065907,0.560394818264254,0.1654300588755071,0.927440695464611,61.16073681414127,0.1621483210474252,289.0520227365196,22.007467357441783,77.0,1.0,87953.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.2,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s2,2.523365606935405e+38,5.0
103776.3911891468,174.49873278662562,0.0,0.6513857416768346,0.5725628469981674,0.1623018757276037,0.927440695464611,61.53047408349812,0.1628750208765268,289.5605025961995,22.93024958856404,77.0,1.0,86381.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.2,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s2,2.523365606935405e+38,5.0
103401.6750497874,174.49873278662562,0.0,0.6488568435323843,0.5666683539790304,0.1673935599076899,0.927440695464611,63.068186186254025,0.1639118622988462,299.1493453923613,22.43035882152617,75.0,1.0,87204.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.2,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s2,2.523365606935405e+38,5.0
103016.33366325311,174.49873278662562,6.0510710395740045e-05,0.6465569405784823,0.4719399010328552,0.1127537140971901,0.927440695464611,60.99951561354101,0.1690113749355077,336.9777704924345,23.12097357213497,77.0,1.0,86584.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.1,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s1,2.523365606935405e+38,5.0
102594.52112220971,174.49873278662562,0.0,0.6530854925522593,0.4762132283853504,0.1222643346950935,0.927440695464611,62.538721062242985,0.164131861180067,311.3373162560165,22.41775700822473,77.0,1.0,88327.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.1,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s1,2.523365606935405e+38,5.0
102197.50758991948,174.49873278662562,0.0,0.653977307954616,0.4837909725666524,0.1161624851537064,0.927440695464611,61.51885487511754,0.1633273027837276,350.15404600277543,23.418925480917096,77.0,1.0,87953.0,0.0,BPI2012_WC,"['nap', 'rtp']",21.0,21.0,1.0,WEIGHTED_PROBS_LEN,0.1,"[[0, 0.1, 0.2, 0.3, 0.4, 0.5, 0.6, 0.7, 0.8, 0.9, 1]]",1e-15,0.8,42.0,1.0,1.2,,12.0,252336560693540533935881068298825202077_eps9_s1,2.523365606935405e+38,5.0
