params.cv_hash,params.dataset,params.process_stage_width_percentage,params.max_pattern_size_eval,params.random_seed,params.ncores,metrics.n_process_stages,metrics.process_stage_width,metrics.nap_accuracy,metrics.nap_balanced_accuracy,metrics.rtp_similarity,metrics.rtp_similarity_h_1,metrics.rtp_similarity_h_2,metrics.rtp_similarity_h_3,metrics.rtp_similarity_h_5,metrics.rtp_similarity_h_10,metrics.rtp_similarity_h_15,metrics.rtp_similarity_h_20,metrics.none_share,metrics.prep_duration,metrics.fit_duration,metrics.nap_duration,metrics.rtp_duration,metrics.nap_eval_duration,metrics.rtp_eval_duration,metrics.total_run_time,metrics.avg_pruned_patterns_per_stage,metrics.avg_unpruned_patterns_per_stage
252336560693540533935881068298825202077_eps3_s6,BPI2012_W,1.0,9.0,42.0,12.0,1.0,158.6,0.5425319231226118,0.5254048056618991,0.2531187391694086,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,86.84531230255962,103.46688507683575,0.1920542802661657,35.345090673491356,78446.32768468447,0.0,49993.0
252336560693540533935881068298825202077_eps3_s7,BPI2012_W,1.0,9.0,42.0,12.0,1.0,158.6,0.5420599438767081,0.532001237269435,0.2511064852209072,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,93.13352258391679,105.69070749022066,0.18981178179383273,35.69424808286131,79605.34385176488,0.0,49993.0
252336560693540533935881068298825202077_eps3_s8,BPI2012_W,1.0,9.0,42.0,12.0,1.0,158.6,0.5421467268384268,0.5389892071066139,0.2556658166409011,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.70188871771097,102.034298626706,0.1938120950013399,35.07558237314224,80752.98342970348,0.0,49993.0
252336560693540533935881068298825202077_eps3_s9,BPI2012_W,1.0,9.0,42.0,12.0,1.0,158.6,0.5421467268384268,0.5389892071066139,0.2556658166409011,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,90.56838795244694,104.60058314837515,0.19484548121690748,35.11981833577156,81908.84794767573,0.0,49993.0
252336560693540533935881068298825202077_eps4_s0,BPI2012_W,1.0,11.0,42.0,12.0,1.0,158.6,0.39974953176114464,0.3989637446191911,0.2597680189798916,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.86771261505783,74.9646235216409,0.19385227337479588,28.04991645216942,83880.45699358844,0.0,49993.0
252336560693540533935881068298825202077_eps4_s1,BPI2012_W,1.0,11.0,42.0,12.0,1.0,158.6,0.8133260757557441,0.6233621909855411,0.11184178897021065,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.38854456692934,559.1919875051826,0.19846629612147806,52.59564834162593,86383.36735369153,0.0,49993.0
252336560693540533935881068298825202077_eps4_s10,BPI2012_W,1.0,11.0,42.0,12.0,1.0,158.6,0.5965501212367672,0.5302135520246269,0.29778343755415665,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,87.35782589688897,77.92916019447148,0.19521027766168114,28.988841435685753,98693.71240332648,0.0,49993.0
252336560693540533935881068298825202077_eps4_s2,BPI2012_W,1.0,11.0,42.0,12.0,1.0,158.6,0.7789173723463139,0.6114595704247847,0.18719009705420225,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.67487408965826,366.51580748334527,0.2003993634134531,45.37148031927645,89329.6619153902,0.0,49993.0
252336560693540533935881068298825202077_eps4_s3,BPI2012_W,1.0,11.0,42.0,12.0,1.0,158.6,0.6524766248620717,0.5694402057386899,0.25594823345730905,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,87.7275389969349,144.7475956737995,0.1928056556731462,38.304355279728775,91102.31292581632,0.0,49993.0
252336560693540533935881068298825202077_eps4_s4,BPI2012_W,1.0,11.0,42.0,12.0,1.0,158.6,0.5621181671874622,0.5467601043197501,0.2963786791935834,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,87.0227774463594,97.0423569612205,0.20008949711918828,33.51994151324034,92307.52157878615,0.0,49993.0
252336560693540533935881068298825202077_eps4_s5,BPI2012_W,1.0,11.0,42.0,12.0,1.0,158.6,0.5412961866964935,0.5303255645346254,0.30065943019248487,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,86.6957532338798,93.20714673250913,0.19815534576773638,32.25881934650242,93379.29875184596,0.0,49993.0
252336560693540533935881068298825202077_eps4_s6,BPI2012_W,1.0,11.0,42.0,12.0,1.0,158.6,0.574034367988993,0.5434822708925562,0.3018534468262592,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.08344712890684,93.48024850934743,0.19556811600923535,32.2631155077368,94454.62034453712,0.0,49993.0
252336560693540533935881068298825202077_eps4_s7,BPI2012_W,1.0,11.0,42.0,12.0,1.0,158.6,0.5735623887430893,0.550078702500092,0.3028679772724131,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.93083669915795,92.56992853097617,0.19428867474198336,32.3682571105659,95529.1126555115,0.0,49993.0
252336560693540533935881068298825202077_eps4_s8,BPI2012_W,1.0,11.0,42.0,12.0,1.0,158.6,0.573649171704808,0.5570666723372709,0.3022669184291217,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,87.3349333550781,94.17751855179668,0.19413172155618663,32.690137043595314,96605.57587959207,0.0,49993.0
252336560693540533935881068298825202077_eps4_s9,BPI2012_W,1.0,11.0,42.0,12.0,1.0,158.6,0.573649171704808,0.5570666723372709,0.3022669184291217,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,87.3221087679267,93.97540094479919,0.19504582844674584,32.61456502005458,97680.72890628055,0.0,49993.0
252336560693540533935881068298825202077_eps5_s0,BPI2012_W,1.0,13.0,42.0,12.0,1.0,158.6,0.39974953176114464,0.3989637446191911,0.2597680189798916,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.07057018615305,78.75728507600725,0.19535434581339356,28.39055342897773,99656.40957455002,0.0,49993.0
252336560693540533935881068298825202077_eps5_s1,BPI2012_W,1.0,13.0,42.0,12.0,1.0,158.6,0.8133260757557441,0.6233621909855411,0.11285430648034864,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.88186192549765,583.9406814407557,0.20266613811254497,52.626104877516624,102266.10418411903,0.0,49993.0
252336560693540533935881068298825202077_eps5_s10,BPI2012_W,1.0,13.0,42.0,12.0,1.0,158.6,0.6417802503892895,0.5682793382337967,0.2951960795567506,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.8656946938485,79.34090604223312,0.19671857766807074,30.399391512945293,114670.87191704176,0.0,49993.0
252336560693540533935881068298825202077_eps5_s2,BPI2012_W,1.0,13.0,42.0,12.0,1.0,158.6,0.7840083621033539,0.6165164762981176,0.19715274365749944,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.9460731152445,381.63067639246583,0.1965860970318317,45.40929342955351,105319.71255787164,0.0,49993.0
252336560693540533935881068298825202077_eps5_s3,BPI2012_W,1.0,13.0,42.0,12.0,1.0,158.6,0.6669052722705479,0.5801544178712249,0.26776300889148646,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.2611448019743,142.89057880304753,0.19686728231608863,38.65748776718974,107118.64641063884,0.0,49993.0
252336560693540533935881068298825202077_eps5_s4,BPI2012_W,1.0,13.0,42.0,12.0,1.0,158.6,0.579400789023732,0.5598497923923087,0.3060376732044704,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,90.96074449568987,100.90993084609508,0.19303462170064445,33.50966596007347,108360.6726293657,0.0,49993.0
252336560693540533935881068298825202077_eps5_s5,BPI2012_W,1.0,13.0,42.0,12.0,1.0,158.6,0.5567226595967919,0.5419104278989185,0.31027266779642854,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.0991198208183,91.97215137928724,0.19143816679716105,31.50757213905454,109451.34027532041,0.0,49993.0
252336560693540533935881068298825202077_eps5_s6,BPI2012_W,1.0,13.0,42.0,12.0,1.0,158.6,0.5874833687860752,0.5543196544508986,0.31127016965460835,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.59118135385215,86.95172930173575,0.19447831027209755,32.33412948437035,110492.15083749146,0.0,49993.0
252336560693540533935881068298825202077_eps5_s7,BPI2012_W,1.0,13.0,42.0,12.0,1.0,158.6,0.5870113895401715,0.5609160860584346,0.31225698832021853,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.12641850970685,87.37780059501529,0.1992041084915399,32.606352378427985,111535.94169038945,0.0,49993.0
252336560693540533935881068298825202077_eps5_s8,BPI2012_W,1.0,13.0,42.0,12.0,1.0,158.6,0.5870981725018902,0.5679040558956135,0.31184541025581225,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.16003968827427,87.32217479497194,0.1985584747046232,32.90674729533494,112582.23991351276,0.0,49993.0
252336560693540533935881068298825202077_eps5_s9,BPI2012_W,1.0,13.0,42.0,12.0,1.0,158.6,0.5870981725018902,0.5679040558956135,0.31184541025581225,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.11522053554654,94.23568600565196,0.19595416411757466,32.741911086812614,113652.42495718486,0.0,49993.0
252336560693540533935881068298825202077_eps6_s0,BPI2012_W,1.0,15.0,42.0,12.0,1.0,158.6,0.39974953176114464,0.3989637446191911,0.2597680189798916,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,87.2873347491026,81.4222991079092,0.19560080803930757,28.369025433063506,115663.38851020225,0.0,49993.0
252336560693540533935881068298825202077_eps6_s1,BPI2012_W,1.0,15.0,42.0,12.0,1.0,158.6,0.8133260757557441,0.6233621909855411,0.11381243877941097,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.32850696071982,611.5806478895247,0.19602989107370372,52.711586410179734,118348.77783937976,0.0,49993.0
252336560693540533935881068298825202077_eps6_s10,BPI2012_W,1.0,15.0,42.0,12.0,1.0,158.6,0.6672084610497369,0.5835803878156475,0.3136787160287223,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.10461165159941,78.0720480196178,0.1968678522855043,29.165857259184122,130946.5098461967,0.0,49993.0
252336560693540533935881068298825202077_eps6_s2,BPI2012_W,1.0,15.0,42.0,12.0,1.0,158.6,0.7862394788741145,0.617997836131899,0.1987733873244534,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.2787795342505,392.1532860886306,0.1984877612441778,45.022182784229514,121448.4736216262,0.0,49993.0
252336560693540533935881068298825202077_eps6_s3,BPI2012_W,1.0,15.0,42.0,12.0,1.0,158.6,0.6744370710204092,0.5821813467821869,0.2728964368996566,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,90.68007957823575,145.67204279452562,0.20004900656640526,38.329881083965304,123292.08188322447,0.0,49993.0
252336560693540533935881068298825202077_eps6_s4,BPI2012_W,1.0,15.0,42.0,12.0,1.0,158.6,0.5872271218999032,0.5610952685698043,0.3125776948281592,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,86.94782848544419,98.98633773587645,0.19612214416265486,33.67319055013358,124513.09297814555,0.0,49993.0
252336560693540533935881068298825202077_eps6_s5,BPI2012_W,1.0,15.0,42.0,12.0,1.0,158.6,0.574766972603357,0.5508734377992768,0.31915252227410706,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.15796616189182,94.13995789140463,0.1975693173706531,32.53505900166929,125589.57997045628,0.0,49993.0
252336560693540533935881068298825202077_eps6_s6,BPI2012_W,1.0,15.0,42.0,12.0,1.0,158.6,0.6007765378376856,0.5614387798900237,0.3186442663901344,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,87.58894140571356,94.68698812350631,0.19580382034182545,32.558763816580175,126673.87530402877,0.0,49993.0
252336560693540533935881068298825202077_eps6_s7,BPI2012_W,1.0,15.0,42.0,12.0,1.0,158.6,0.6003045585917819,0.5680352114975595,0.3196310850557445,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.39474668167531,90.97924413606525,0.19554174579679962,32.62291041500866,127728.74919261076,0.0,49993.0
252336560693540533935881068298825202077_eps6_s8,BPI2012_W,1.0,15.0,42.0,12.0,1.0,158.6,0.6003913415535006,0.5750231813347385,0.3192278392564194,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.02234000861645,94.20626517906786,0.1951778247952461,32.79308786764741,128816.01443086602,0.0,49993.0
252336560693540533935881068298825202077_eps6_s9,BPI2012_W,1.0,15.0,42.0,12.0,1.0,158.6,0.6003913415535006,0.5750231813347385,0.3192278392564194,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.21253270581364,97.61528173573315,0.19416006989777085,32.88269418366254,129922.40488097556,0.0,49993.0
252336560693540533935881068298825202077_eps7_s0,BPI2012_W,1.0,17.0,42.0,12.0,1.0,158.6,0.39974953176114464,0.3989637446191911,0.2597680189798916,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,93.64127702265978,90.01088494993746,0.19873742498457428,27.896030842885374,131978.3991445072,0.0,49993.0
252336560693540533935881068298825202077_eps7_s1,BPI2012_W,1.0,17.0,42.0,12.0,1.0,158.6,0.8133204116379303,0.6233554478972068,0.1141962639293616,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.29003456234932,626.5049987051636,0.1992698840796947,52.60866635069251,134725.9925383147,0.0,49993.0
252336560693540533935881068298825202077_eps7_s10,BPI2012_W,1.0,17.0,42.0,12.0,1.0,158.6,0.6765324864955844,0.5910828335108578,0.3170998027929647,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,87.83477452099324,79.97911117076873,0.2016116846352815,30.10656209848821,147382.37367301696,0.0,49993.0
252336560693540533935881068298825202077_eps7_s2,BPI2012_W,1.0,17.0,42.0,12.0,1.0,158.6,0.7897602304056587,0.6213053719958037,0.20009681294868426,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.03194774948061,397.5466716557741,0.2020944364368915,45.25962347760797,137901.85908127725,0.0,49993.0
252336560693540533935881068298825202077_eps7_s3,BPI2012_W,1.0,17.0,42.0,12.0,1.0,158.6,0.6829955810445327,0.5864958261185235,0.27573738356116684,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.12604108713568,141.19515031687916,0.19893654920160764,38.649180450290444,139727.46509306395,0.0,49993.0
252336560693540533935881068298825202077_eps7_s4,BPI2012_W,1.0,17.0,42.0,12.0,1.0,158.6,0.5967768525414157,0.5652528817115388,0.3155657299802631,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.37479476183653,92.59879454933107,0.19772523231804368,33.824464454874395,140922.48817327284,0.0,49993.0
252336560693540533935881068298825202077_eps7_s5,BPI2012_W,1.0,17.0,42.0,12.0,1.0,158.6,0.5848454698400499,0.555449861428288,0.32242226287251585,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,87.90237167738378,95.38488897681236,0.20063726641237736,32.59007980786264,142000.41847561783,0.0,49993.0
252336560693540533935881068298825202077_eps7_s6,BPI2012_W,1.0,17.0,42.0,12.0,1.0,158.6,0.6090873160899077,0.565370943237747,0.3219633663670384,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.43847058527172,95.1484597042203,0.19959509000182146,32.53183903135359,143089.57096990867,0.0,49993.0
252336560693540533935881068298825202077_eps7_s7,BPI2012_W,1.0,17.0,42.0,12.0,1.0,158.6,0.608615336844004,0.5719673748452829,0.3229501850326484,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,90.99094604402781,94.37738231681287,0.19481196403503415,32.66167300157249,144177.84919038863,0.0,49993.0
252336560693540533935881068298825202077_eps7_s8,BPI2012_W,1.0,17.0,42.0,12.0,1.0,158.6,0.6087021198057228,0.5789553446824619,0.3225262968166399,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,87.82026516608894,95.70348109789192,0.19501897394657133,32.630222792178394,145267.7368697591,0.0,49993.0
252336560693540533935881068298825202077_eps7_s9,BPI2012_W,1.0,17.0,42.0,12.0,1.0,158.6,0.6087021198057228,0.5789553446824619,0.3225262968166399,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,87.9937042567879,95.93236009851098,0.19985538609325884,32.69384461827576,146354.01027384883,0.0,49993.0
252336560693540533935881068298825202077_eps8_s0,BPI2012_W,1.0,19.0,42.0,12.0,1.0,158.6,0.39974953176114464,0.3989637446191911,0.2597680189798916,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.45707659125328,82.68113694600761,0.19391033127903934,28.479457049444317,148387.04723606855,0.0,49993.0
252336560693540533935881068298825202077_eps8_s1,BPI2012_W,1.0,19.0,42.0,12.0,1.0,158.6,0.8133204116379303,0.6233554478972068,0.11517739033859135,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.16181080676616,672.103403474018,0.2047541327774524,52.467263515666126,151252.9784758739,0.0,49993.0
252336560693540533935881068298825202077_eps8_s10,BPI2012_W,1.0,19.0,42.0,12.0,1.0,158.6,0.6945129532384117,0.5992727035575748,0.3155120596025021,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.92146473638714,73.79826610945165,0.1965930260717868,30.394020760804416,164263.6554016877,0.0,49993.0
252336560693540533935881068298825202077_eps8_s2,BPI2012_W,1.0,19.0,42.0,12.0,1.0,158.6,0.7905625342161097,0.62217717082533,0.20123093332351288,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.3858585216105,425.41157288327815,0.19872927330434317,45.067872346937655,154610.12062675544,0.0,49993.0
252336560693540533935881068298825202077_eps8_s3,BPI2012_W,1.0,19.0,42.0,12.0,1.0,158.6,0.6852381649432508,0.5878180341289838,0.27674745855662086,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.61100910007954,152.59060805477202,0.1961918663233518,38.39152951687574,156524.17609558962,0.0,49993.0
252336560693540533935881068298825202077_eps8_s4,BPI2012_W,1.0,19.0,42.0,12.0,1.0,158.6,0.5998407335231131,0.5673300777911566,0.315216659600368,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.00756822265684,100.11667847931385,0.19927319325506682,33.74316123053431,157771.82862157637,0.0,49993.0
252336560693540533935881068298825202077_eps8_s5,BPI2012_W,1.0,19.0,42.0,12.0,1.0,158.6,0.6002271072400147,0.5677692744275028,0.32365195543164516,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.04125525578857,99.013642263785,0.19551145732402797,32.545657032728194,158882.56286440342,0.0,49993.0
252336560693540533935881068298825202077_eps8_s6,BPI2012_W,1.0,19.0,42.0,12.0,1.0,158.6,0.6200249783614891,0.5761768415283681,0.32420865142710314,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.35226072184741,95.91060896851123,0.1989428762346506,32.56231214888394,159980.98271415493,0.0,49993.0
252336560693540533935881068298825202077_eps8_s7,BPI2012_W,1.0,19.0,42.0,12.0,1.0,158.6,0.6195529991155853,0.582773273135904,0.3251954700927132,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,93.64727484397591,103.70912121795118,0.19273142218589778,32.20087926201522,161111.3536142256,0.0,49993.0
252336560693540533935881068298825202077_eps8_s8,BPI2012_W,1.0,19.0,42.0,12.0,1.0,158.6,0.619639782077304,0.589761242973083,0.32465785134834907,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.17455276288092,89.90451043359936,0.19704217985272404,32.259003567695615,162203.38830668703,0.0,49993.0
252336560693540533935881068298825202077_eps8_s9,BPI2012_W,1.0,19.0,42.0,12.0,1.0,158.6,0.619639782077304,0.589761242973083,0.32465785134834907,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.85573505982757,90.0683618158102,0.19927832856774327,32.34107317402959,163263.26290363297,0.0,49993.0
252336560693540533935881068298825202077_eps9_s0,BPI2012_W,1.0,21.0,42.0,12.0,1.0,158.6,0.39974953176114464,0.3989637446191911,0.2597680189798916,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.65609592944384,79.97948421947657,0.19822628274559972,28.19697906151414,165240.55664041266,0.0,49993.0
252336560693540533935881068298825202077_eps9_s1,BPI2012_W,1.0,21.0,42.0,12.0,1.0,158.6,0.8133204116379303,0.6233554478972068,0.11534638933951666,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,90.0414607744664,705.9987634561955,0.1912322901189327,52.549339696019885,168213.54651377088,0.0,49993.0
252336560693540533935881068298825202077_eps9_s10,BPI2012_W,1.0,21.0,42.0,12.0,1.0,158.6,0.7047604945462522,0.6098141138857153,0.3177029215450412,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.83715741857887,80.60755248591303,0.2095530349761247,30.822001165151597,181500.6362351641,0.0,49993.0
252336560693540533935881068298825202077_eps9_s2,BPI2012_W,1.0,21.0,42.0,12.0,1.0,158.6,0.7921942774725381,0.6240488077622384,0.20162722173407457,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.01277615539729,458.0154056552798,0.201915143430233,45.42589777857065,171739.68282663226,0.0,49993.0
252336560693540533935881068298825202077_eps9_s3,BPI2012_W,1.0,21.0,42.0,12.0,1.0,158.6,0.6937912784651931,0.5920402386957946,0.2766353115211316,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,92.12348931096494,155.3534360218793,0.19554112963378426,38.61767151765525,173714.6486589823,0.0,49993.0
252336560693540533935881068298825202077_eps9_s4,BPI2012_W,1.0,21.0,42.0,12.0,1.0,158.6,0.609322762366494,0.571862824919307,0.315724862586569,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.68451666645706,100.75353538282215,0.19802981540560718,33.65385260693729,174990.9414551772,0.0,49993.0
252336560693540533935881068298825202077_eps9_s5,BPI2012_W,1.0,21.0,42.0,12.0,1.0,158.6,0.6099510057616098,0.5725047752447068,0.32422766853773227,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.68446938693523,96.97059204690159,0.1966807950288057,32.57838469818235,176089.45920180902,0.0,49993.0
252336560693540533935881068298825202077_eps9_s6,BPI2012_W,1.0,21.0,42.0,12.0,1.0,158.6,0.6278860962107513,0.5802499669328205,0.3219379405683075,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,88.56419701687992,96.67997789271176,0.1959083937108516,32.65265493765473,177182.07180172802,0.0,49993.0
252336560693540533935881068298825202077_eps9_s7,BPI2012_W,1.0,21.0,42.0,12.0,1.0,158.6,0.6274141169648477,0.5868463985403565,0.3229247592339175,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,87.99422106705606,97.48426593132316,0.19622410126030443,32.69440210871399,178284.6017628625,0.0,49993.0
252336560693540533935881068298825202077_eps9_s8,BPI2012_W,1.0,21.0,42.0,12.0,1.0,158.6,0.6275008999265663,0.5938343683775354,0.3225086214558239,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,89.1260795749724,94.27855122536421,0.19574321731925007,32.53584164828062,179357.35561644062,0.0,49993.0
252336560693540533935881068298825202077_eps9_s9,BPI2012_W,1.0,21.0,42.0,12.0,1.0,158.6,0.6275008999265663,0.5938343683775354,0.3225086214558239,,,,,,,,9.454956516358133e-05,1.997788678854704,90.61955454014242,91.42723584398627,96.77537368834018,0.20334202386438843,32.64466037116945,180461.45642792917,0.0,49993.0
252336560693540533935881068298825202077_eps0_s0,BPI2012_WC,1.0,3.0,42.0,12.0,1.0,76.6,0.3081340443772179,0.30736795788299925,0.3027187306345927,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,58.552118150889875,55.32305240482092,0.1487114422023296,18.548359832912684,576.2606713850051,0.0,87289.8
252336560693540533935881068298825202077_eps0_s1,BPI2012_WC,1.0,3.0,42.0,12.0,1.0,76.6,0.6635277922957792,0.4955769837344107,0.056936111856348934,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,59.462011545524,275.0697892718017,0.15426758155226702,25.096759455278516,1931.4102915130557,0.0,87289.8
252336560693540533935881068298825202077_eps0_s10,BPI2012_WC,1.0,3.0,42.0,12.0,1.0,76.6,0.6635277922957792,0.4955769837344107,0.056936111856348934,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,60.15418160967529,274.4190027695149,0.1519784715026617,23.07747218869627,18184.34249264747,0.0,87289.8
252336560693540533935881068298825202077_eps0_s2,BPI2012_WC,1.0,3.0,42.0,12.0,1.0,76.6,0.6635277922957792,0.4955769837344107,0.056936111856348934,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,59.08846636898816,274.168010571599,0.15403651930391785,25.037713715806603,3728.083476435393,0.0,87289.8
252336560693540533935881068298825202077_eps0_s3,BPI2012_WC,1.0,3.0,42.0,12.0,1.0,76.6,0.6635277922957792,0.4955769837344107,0.056936111856348934,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,59.86633817255497,275.4746802523732,0.15467954427003858,24.942725563421845,5524.215397860855,0.0,87289.8
252336560693540533935881068298825202077_eps0_s4,BPI2012_WC,1.0,3.0,42.0,12.0,1.0,76.6,0.6635277922957792,0.4955769837344107,0.056936111856348934,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,59.081565372645855,273.3272924084216,0.15878858342766758,25.192883141338825,7324.43773589842,0.0,87289.8
252336560693540533935881068298825202077_eps0_s5,BPI2012_WC,1.0,3.0,42.0,12.0,1.0,76.6,0.6635277922957792,0.4955769837344107,0.056936111856348934,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,59.19378148503601,276.59925620853903,0.15655920356512065,24.894937561824918,9128.7851703763,0.0,87289.8
252336560693540533935881068298825202077_eps0_s6,BPI2012_WC,1.0,3.0,42.0,12.0,1.0,76.6,0.6635277922957792,0.4955769837344107,0.056936111856348934,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,59.43656857945025,275.77016291953623,0.15403525084257122,24.93764143064618,10931.527227826044,0.0,87289.8
252336560693540533935881068298825202077_eps0_s7,BPI2012_WC,1.0,3.0,42.0,12.0,1.0,76.6,0.6635277922957792,0.4955769837344107,0.056936111856348934,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,59.29363219290972,276.26579869054257,0.15317061953246588,24.97217896170914,12734.901915913075,0.0,87289.8
252336560693540533935881068298825202077_eps0_s8,BPI2012_WC,1.0,3.0,42.0,12.0,1.0,76.6,0.6635277922957792,0.4955769837344107,0.056936111856348934,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,61.07899119332433,280.2244625736028,0.15548349805176256,24.998746257275343,14548.916511818394,0.0,87289.8
252336560693540533935881068298825202077_eps0_s9,BPI2012_WC,1.0,3.0,42.0,12.0,1.0,76.6,0.6635277922957792,0.4955769837344107,0.056936111856348934,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,59.75371976867318,276.41220947764816,0.15356576964259147,24.935501028969885,16373.495880441367,0.0,87289.8
252336560693540533935881068298825202077_eps1_s0,BPI2012_WC,1.0,5.0,42.0,12.0,1.0,76.6,0.3081340443772179,0.30736795788299925,0.3027187306345927,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,59.47390338741243,59.02652706503868,0.1522625103592872,17.727563727274536,19306.656005598605,0.0,87289.8
252336560693540533935881068298825202077_eps1_s1,BPI2012_WC,1.0,5.0,42.0,12.0,1.0,76.6,0.6503306919360053,0.4491558699654826,0.09043178897190234,,,,,,,,1.210214207914801e-05,0.927440695464611,174.49873278662562,58.455422113463285,264.11290616504846,0.15710311681032177,22.737274701893334,20619.46284899041,0.0,87289.8
