params.cv_hash,params.dataset,params.process_stage_width_percentage,params.max_pattern_size_eval,params.random_seed,params.ncores,metrics.n_process_stages,metrics.process_stage_width,metrics.nap_accuracy,metrics.nap_balanced_accuracy,metrics.rtp_similarity,metrics.none_share,metrics.prep_duration,metrics.fit_duration,metrics.nap_duration,metrics.nap_eval_duration,metrics.nap_pred_duration,metrics.nap_pred_convert_duration,metrics.nap_n_events_per_second,metrics.rtp_duration,metrics.rtp_eval_duration,metrics.rtp_pred_duration,metrics.rtp_pred_convert_duration,metrics.rtp_n_traces_per_second,metrics.total_run_time,metrics.total_fit_duration,metrics.fit_duration_per_fold,metrics.avg_pruned_patterns_per_stage,metrics.avg_unpruned_patterns_per_stage
329282092898508953663459985688884254938_eps3_s0,Helpdesk,0.1,15.0,,,8.0,2.0,0.8308787630652393,0.38278943038865865,0.8682991717803945,0.047963011831779055,0.14983468301943503,,0.3556257517891936,0.08393761941115371,0.339483265200397,0.3547792429977562,12220.58368733887,0.44120628960663455,0.39023695460055025,0.3238997099979315,0.44049963500001466,12804.997268067182,213694.89994698757,12.34765703600715,2.46953140720143,0.0,139.2
17650431200837232124795873198387486985_eps4_s0,Helpdesk,0.1,21.0,,,8.0,2.0,0.8583612198697741,0.46079664167256507,0.909202654229073,0.002270986059926994,0.1422068749961909,,0.9503419831977226,0.07464347800123505,0.9348367747967131,0.9495286975987256,4433.398607411591,1.040459747001296,0.39739509839564563,0.917191107198596,1.039874490792863,4518.991145789803,213497.05133031943,13.070847358001629,2.614169471600326,0.0,1472.025
249434075403304515778942538411927031175_eps4_s0,Helpdesk,0.1,21.0,,,8.0,2.0,0.8546909319518436,0.3933674652643956,0.9047042542516607,0.008501294673626477,0.14708414499182254,,0.43529696519835853,0.08061779999989085,0.4198083444091026,0.4344518884085119,9939.959293303396,0.5283899383968673,0.3854989020037465,0.4100755295949057,0.5277899551903829,10119.061206712082,213602.3646472026,12.40868174599018,2.481736349198036,0.0,482.925
303377968476769062390488935001835493730_eps4_s0,Helpdesk,0.1,21.0,,,8.0,2.0,0.8583612198697741,0.46079664167256507,0.909202654229073,0.002270986059926994,0.1569292689964641,,0.9487595668062567,0.07238109119352884,0.9329237408004701,0.947857561003184,4439.80907486538,1.0166992869984823,0.40797082939534446,0.8988369075988885,1.0161964731931221,4608.929967609007,213368.2318066904,12.712968999985605,2.542593799997121,0.0,1472.025
329282092898508953663459985688884254938_eps4_s0,Helpdesk,0.1,21.0,,,8.0,2.0,0.8308787630652393,0.38278943038865865,0.8682991717803945,0.047963011831779055,0.14983468301943503,,0.3485753358050715,0.06871549619245343,0.33306604040553794,0.34776534740813075,12461.993174352236,0.45415066099376417,0.3663706113991793,0.336617448204197,0.45359119919594376,12312.579259805028,213702.16294664802,12.34765703600715,2.46953140720143,0.0,139.2
110846244810925692921884431760514288724_eps0_s0,Helpdesk,0.2,3.0,,,4.0,4.0,0.8622739537192718,0.4625295782468027,0.9121779626974302,0.0016917761855440312,0.15276342100696638,,0.7689495943894145,0.07090103441150859,0.7537036714085843,0.7681389430130366,5502.975707123454,1.2774522804073059,0.38849012479768136,1.1631644720037002,1.2768423855886795,3563.283303504903,213777.8174507022,12.705600902001606,2.541120180400321,0.0,2871.2
182496587197367628328056568753244816226_eps0_s0,Helpdesk,0.2,3.0,,,4.0,4.0,0.8204471703043342,0.37828961306429737,0.8586080651172996,0.060857004160148276,0.14790653600357473,,0.3790917045902461,0.07811811020947061,0.3630100277950987,0.378334552195156,11446.462880833376,0.48648724200902504,0.4055189183971379,0.37533342400565745,0.4859520279977005,11135.796690064162,214131.9096012052,12.128975316998549,2.42579506339971,0.0,136.15
81522406509194826160921734238007734224_eps0_s0,Helpdesk,0.2,3.0,,,4.0,4.0,0.8622739537192718,0.4625295782468027,0.9121779626974302,0.0016917761855440312,0.1480494100251235,,0.776775080797961,0.06793818820151501,0.7604499535984359,0.7757929815968965,5457.328299048675,1.5432115258066914,0.40921639039879665,1.1677405450085643,1.5425541622040329,3549.2785360681983,213908.89894822938,13.165005921007833,2.6330011842015666,0.0,2871.2
90485971010821020129987555263144212057_eps0_s0,Helpdesk,0.2,3.0,,,4.0,4.0,0.8572504913325865,0.3944217735453391,0.9057745863534951,0.009082982493209959,0.14814631402259693,,0.3943234729988035,0.0689115118002519,0.3791367065976374,0.39360492000123487,10937.230619940732,0.5533353578008245,0.40298231720225886,0.4386764960014261,0.5528606114035938,9471.41593668841,214030.6660753428,12.36084321301314,2.472168642602628,0.0,687.05
110846244810925692921884431760514288724_eps1_s0,Helpdesk,0.2,7.0,,,4.0,4.0,0.30885640568117595,0.32418252454213214,0.6345305693101354,0.0016917761855440312,0.15276342100696638,,0.8230491554015316,0.07881901300279423,0.8070280525949783,0.822228000801988,5136.334202356216,0.9301261785964016,0.39494009600020946,0.816962055809563,0.9296465011895634,5077.404704376438,213790.4627851686,12.705600902001606,2.541120180400321,0.0,2871.2
182496587197367628328056568753244816226_eps1_s0,Helpdesk,0.2,7.0,,,4.0,4.0,0.8204471703043342,0.37828961306429737,0.8386950823644398,0.060857004160148276,0.14790653600357473,,0.3872434719989542,0.07856953619630076,0.3717049426108133,0.38639637480373495,11191.700596618895,0.506766764994245,0.43412118480191564,0.39455699900281616,0.5061609090014827,10556.959329484409,214139.9195919876,12.128975316998549,2.42579506339971,0.0,136.15
81522406509194826160921734238007734224_eps1_s0,Helpdesk,0.2,7.0,,,4.0,4.0,0.30885640568117595,0.32418252454213214,0.6345305693101354,0.0016917761855440312,0.1480494100251235,,0.7833060899924021,0.0644138970063068,0.7677111637953203,0.7823888074024581,5395.102605102654,0.9043292908056173,0.41419995939941145,0.7862646738009061,0.9038780358037911,5272.857557373486,213921.6910149884,13.165005921007833,2.6330011842015666,0.0,2871.2
90485971010821020129987555263144212057_eps1_s0,Helpdesk,0.2,7.0,,,4.0,4.0,0.4406900854682677,0.23234533501062177,0.7588549301552869,0.009082982493209959,0.14814631402259693,,0.4166360526054632,0.07907085999031552,0.4007951928069815,0.41583580200676806,10355.843132463637,0.5137825640034862,0.4057089007925242,0.4005985587951727,0.513021374004893,10374.53115919034,214038.6404897742,12.36084321301314,2.472168642602628,0.0,687.05
110846244810925692921884431760514288724_eps2_s0,Helpdesk,0.2,11.0,,,4.0,4.0,0.8089197271594554,0.4411054960026896,0.854001201333942,0.0016917761855440312,0.15276342100696638,,0.8139505564002321,0.07740880619385279,0.7982793539995328,0.8131909131945576,5190.054023110078,0.9575209941947833,0.4292707842076197,0.8426667889987585,0.9569468954054173,4919.588288886438,213802.69319926598,12.705600902001606,2.541120180400321,0.0,2871.2
182496587197367628328056568753244816226_eps2_s0,Helpdesk,0.2,11.0,,,4.0,4.0,0.8204471703043342,0.37828961306429737,0.8586080651172996,0.060857004160148276,0.14790653600357473,,0.3790827082004398,0.06679225080297328,0.36310866579879075,0.3782926466024946,11454.427536709887,0.490318142803153,0.4233530531928409,0.37639906459953637,0.48956033299909907,11102.645422283225,214147.94264355738,12.128975316998549,2.42579506339971,0.0,136.15
81522406509194826160921734238007734224_eps2_s0,Helpdesk,0.2,11.0,,,4.0,4.0,0.8089197271594554,0.4411054960026896,0.854001201333942,0.0016917761855440312,0.1480494100251235,,0.8267911489936524,0.07929191960138268,0.8109910152037628,0.8258628283976577,5109.133172747128,0.9174495791958179,0.4145483007945586,0.7990329457970802,0.9167284165916498,5184.1172312634235,213933.7403195612,13.165005921007833,2.6330011842015666,0.0,2871.2
90485971010821020129987555263144212057_eps2_s0,Helpdesk,0.2,11.0,,,4.0,4.0,0.8345641509584565,0.3839123734433249,0.8931905744404464,0.009082982493209959,0.14814631402259693,,0.40624659600434826,0.08805212759762071,0.39147081120172517,0.4054455014062114,10625.593699492156,0.4796465049963444,0.40465992920217103,0.36777891920064576,0.4790380880003795,11269.014079033106,214046.61764909638,12.36084321301314,2.472168642602628,0.0,687.05
110846244810925692921884431760514288724_eps3_s0,Helpdesk,0.2,15.0,,,4.0,4.0,0.8577817994574604,0.46351227391281,0.9093152579641552,0.0016917761855440312,0.15276342100696638,,0.8769799456000328,0.0748333576018922,0.8612626068061218,0.8761618284042925,4813.23076899467,0.9670363116019871,0.3983098250057083,0.849186988803558,0.9663637157995254,4883.767757243724,213815.277805479,12.705600902001606,2.541120180400321,0.0,2871.2
182496587197367628328056568753244816226_eps3_s0,Helpdesk,0.2,15.0,,,4.0,4.0,0.8204471703043342,0.37828961306429737,0.8586080651172996,0.060857004160148276,0.14790653600357473,,0.3728845959994942,0.0901063933968544,0.3573879610048607,0.3719516922021285,11614.152796805252,0.47494704138953237,0.3950960130081512,0.35662620400544254,0.47431183280423284,11720.445863922327,214155.5559372076,12.128975316998549,2.42579506339971,0.0,136.15
