params.cv_hash,params.dataset,params.process_stage_width_percentage,params.max_pattern_size_eval,metrics.n_process_stages,metrics.process_stage_width,metrics.nap_accuracy,metrics.nap_balanced_accuracy,metrics.rtp_similarity,metrics.rtp_similarity_h_1,metrics.rtp_similarity_h_2,metrics.rtp_similarity_h_3,metrics.rtp_similarity_h_5,metrics.rtp_similarity_h_10,metrics.rtp_similarity_h_15,metrics.rtp_similarity_h_20,metrics.none_share,metrics.prep_duration,metrics.fit_duration,metrics.nap_duration,metrics.rtp_duration,metrics.nap_eval_duration,metrics.rtp_eval_duration,metrics.total_run_time,metrics.avg_pruned_patterns_per_stage,metrics.avg_unpruned_patterns_per_stage
200934189435493509245876840523779924304_2,BPI2012_Full,0.2,7.0,5.0,35.8,0.6532451476566172,0.6121521971842002,0.34524333060974116,0.972600226331326,0.9306953710951797,0.8909456127976251,0.8183418065117669,0.6794621989611213,0.576182685528652,0.49969521484972157,0.00010170720861286657,3.3071026840043487,227.36539272299706,121.57437503000547,148.7565834956011,0.08681674819381442,49.313591393601385,7547.568412417402,0.0,29906.359999999997
200934189435493509245876840523779924304_3,BPI2012_Full,0.2,11.0,5.0,35.8,0.7674876524698123,0.6631457165873031,0.3956428012859336,0.9831288111504429,0.9537477990129843,0.9190257896706948,0.8520253052133654,0.7213680739810682,0.6251158015012385,0.5554707249535836,0.00010170720861286657,3.3071026840043487,227.36539272299706,116.694183530999,141.93747407079792,0.08898095720214769,50.33007914760092,9109.7330478112,0.0,29906.359999999997
200934189435493509245876840523779924304_4,BPI2012_Full,0.2,17.0,5.0,35.8,0.7891576998055753,0.6755321848774952,0.42926711076509055,0.984375573553024,0.9585749225191599,0.9269115353878075,0.8715810190865938,0.7489157591483344,0.6494719017948486,0.578967421132892,0.00010170720861286657,3.3071026840043487,227.36539272299706,118.42413413200411,144.721633602996,0.08882859660079703,51.0385826067999,10674.328682113799,0.0,29906.359999999997
200934189435493509245876840523779924304_5,BPI2012_Full,0.2,21.0,5.0,35.8,0.801137044540166,0.6753162328442202,0.44029408597287817,0.9839958524585246,0.9601572083704113,0.9314092896446923,0.8793934351557576,0.7676927355543531,0.6740698772338979,0.6052918347955616,0.00010170720861286657,3.3071026840043487,227.36539272299706,118.3034676677984,146.78719858440164,0.088292311198893,50.16955784480088,12254.0695892392,0.0,29906.359999999997
31882839497307630496007576300860674457_0,BPI2012_Full,0.5,3.0,2.0,88.6,0.8316878193249664,0.6530758814718843,0.142714682109314,0.9932484927446212,0.9865067301621085,0.9828687461887092,0.9795552647477367,0.9642327204141093,0.9453175086067189,0.9242872078282227,0.00010170720861286657,3.2476771459914744,272.65301912599534,118.28241509940418,1296.6841725444015,0.09522133779828437,95.19241668360192,4786.114007683194,0.0,58907.3
31882839497307630496007576300860674457_1,BPI2012_Full,0.5,5.0,2.0,88.6,0.4880977579925208,0.5216563833601816,0.3116087904540229,0.9604404973835747,0.9190065026399319,0.8761433900064839,0.7900387102020157,0.6442109016958593,0.5400017430862009,0.4638842733477488,0.00010170720861286657,3.2476771459914744,272.65301912599534,117.8954642044002,151.4778438081994,0.0865514467965113,48.790561606400296,8805.696513109997,0.0,58907.3
31882839497307630496007576300860674457_2,BPI2012_Full,0.5,7.0,2.0,88.6,0.669772866349668,0.6167571702896835,0.3452971027806205,0.9729791070506417,0.9290498525177224,0.8878244264926721,0.8122001148898985,0.6657200655410305,0.5599595763443348,0.4834593490901137,0.00010170720861286657,3.2476771459914744,272.65301912599534,120.97154627399868,148.99633178319783,0.08868171740032267,47.90669739820005,10377.336589978999,0.0,58907.3
31882839497307630496007576300860674457_3,BPI2012_Full,0.5,11.0,2.0,88.6,0.742266439499004,0.6514191091314468,0.38421115626458735,0.9816909692726862,0.9499459310107126,0.9147274568667776,0.8477940111932029,0.7152995062560437,0.6187527384719046,0.5486814740091763,0.00010170720861286657,3.2476771459914744,272.65301912599534,112.57158200919802,142.63339310100127,0.08646354639786295,49.4476956761966,11934.3141603382,0.0,58907.3
31882839497307630496007576300860674457_4,BPI2012_Full,0.5,17.0,2.0,88.6,0.7835866327542182,0.6720820226335286,0.4195263814662053,0.9836324441197961,0.956287492004197,0.923562904150787,0.8670835736672906,0.7420010686243407,0.6433544275550687,0.572627711702621,0.00010170720861286657,3.2476771459914744,272.65301912599534,114.42113378219656,124.6873928838002,0.08643456540012266,50.250267139598144,13403.028654391397,0.0,58907.3
31882839497307630496007576300860674457_5,BPI2012_Full,0.5,21.0,2.0,88.6,0.7974118969897367,0.6723305502310891,0.4294707396730679,0.9835778181239615,0.9593031140785004,0.9301648528083237,0.8778995988113522,0.7646751439947682,0.6711905322551784,0.6017993350679497,0.00010170720861286657,3.2476771459914744,272.65301912599534,115.79013424199657,128.4170288580004,0.09253843380138278,51.281647921202236,14871.466874751199,0.0,58907.3
204856358341536816138399558242345199755_0,BPI2012_Full,1.0,3.0,1.0,177.0,0.83147053040003,0.6518887753004162,0.14265380744102957,0.9932276527305255,0.986551337445875,0.9829628123564111,0.9795125436659629,0.9641947181092517,0.9452771166224663,0.9242454461541121,0.00010170720861286657,3.2346819840022363,277.5651010549918,109.68538668620458,1848.9569753526011,0.09774271659844089,91.25518695580249,6413.833934826599,0.0,112511.8
204856358341536816138399558242345199755_1,BPI2012_Full,1.0,5.0,1.0,177.0,0.487299792739592,0.520893576432018,0.3137582078943351,0.9603450804866487,0.9187487238515292,0.8758020281681649,0.7894584705840785,0.6427030468120885,0.5379281001727868,0.4615619842534592,0.00010170720861286657,3.2346819840022363,277.5651010549918,109.12141518979915,144.24726550780179,0.08817885059688706,48.31653365240199,11457.0954258182,0.0,112511.8
204856358341536816138399558242345199755_2,BPI2012_Full,1.0,7.0,1.0,177.0,0.6744810368148204,0.6211465812581224,0.3445694252390752,0.9731359075475184,0.9289109891748966,0.8876282016660765,0.8115749623470355,0.6660191285546148,0.5602754735368888,0.4837572963653134,0.00010170720861286657,3.2346819840022363,277.5651010549918,108.43377678520628,135.73579707519676,0.0878562341997167,48.00750489160127,12935.114972497797,0.0,112511.8
204856358341536816138399558242345199755_3,BPI2012_Full,1.0,11.0,1.0,177.0,0.7415031454167126,0.6498519451538245,0.3827481570047925,0.9816307560903544,0.9497716835435834,0.9143573013839881,0.8470418891508235,0.7141683194246305,0.6173264850271292,0.54709668294568,0.00010170720861286657,3.2346819840022363,277.5651010549918,108.90366530579922,135.93285651880143,0.0873862417996861,49.099361738396695,14401.180219945198,0.0,112511.8
204856358341536816138399558242345199755_4,BPI2012_Full,1.0,17.0,1.0,177.0,0.7838243452998173,0.6730666030421244,0.41869551008466327,0.9836822465759851,0.9562105441538034,0.9232537845594455,0.8664753951900931,0.7411644950010634,0.6423597027124998,0.5717818139856815,0.00010170720861286657,3.2346819840022363,277.5651010549918,109.56714883979876,139.16391251540045,0.0907509371987544,49.733057363601986,15886.5392592852,0.0,112511.8
204856358341536816138399558242345199755_5,BPI2012_Full,1.0,21.0,1.0,177.0,0.798915609476033,0.6732670683555706,0.4259515303927632,0.9837898584004616,0.9593927675839661,0.9301774634671464,0.8780737679658422,0.7661324284567639,0.6734472717919836,0.6052759833722192,0.00010170720861286657,3.2346819840022363,277.5651010549918,110.42071918520378,144.93522063980345,0.0870018289948348,52.3833686605969,17410.811984993998,0.0,112511.8
252336560693540533935881068298825202077_0,BPI2012_W,0.0,3.0,157.6,1.0,0.8320628692597989,0.6383324101477135,0.23262150240815047,0.9916791856865098,0.9769724653495185,0.9619907875832867,0.9300586301727483,0.8592958299052823,0.7932109983679106,0.7279729088327881,9.454956516359242e-05,2.1426019979990087,84.80019913100114,115.98594961139898,164.69963739399972,0.072309558201232,53.495231830401465,1076.7673254785973,0.0,1355.6428270042193
252336560693540533935881068298825202077_1,BPI2012_W,0.0,5.0,157.6,1.0,0.4025914231353088,0.5067554529135146,0.31382587801247597,0.9387168190736812,0.8749998718915224,0.8290457731351815,0.7329336261607404,0.5594587993784483,0.4638944826885799,0.4069299684677595,9.454956516359242e-05,2.1426019979990087,84.80019913100114,105.26804800919781,111.69454736860352,0.0680051078030374,38.1352824763977,2546.5969123338,0.0,1355.6428270042193
252336560693540533935881068298825202077_2,BPI2012_W,0.0,7.0,157.6,1.0,0.6010837991249123,0.5455750189398512,0.32522503461618857,0.9612477607677311,0.9000862491687055,0.8546790484555702,0.7714441435743655,0.6064715917771436,0.4978634651709754,0.42940392919301773,9.454956516359242e-05,2.1426019979990087,84.80019913100114,102.31370613119797,105.30817969579948,0.07276403800060507,39.00760763720027,3776.736229053201,0.0,1355.6428270042193
252336560693540533935881068298825202077_3,BPI2012_W,0.0,11.0,157.6,1.0,0.7177149399115159,0.6124532393910217,0.3794209300816731,0.9723896439145557,0.9295357481997613,0.8855342402426055,0.7979968577236491,0.6425303769133794,0.5409480566580374,0.47913759826714586,9.454956516359242e-05,2.1426019979990087,84.80019913100114,102.55015939739823,104.16111015980132,0.07054547480365728,39.05094188799849,5005.788904245402,0.0,1355.6428270042193
252336560693540533935881068298825202077_4,BPI2012_W,0.0,17.0,157.6,1.0,0.7192068133802684,0.6210552577431181,0.3787001242466185,0.9729965690668576,0.9276897767054955,0.8852691423402239,0.8011223999991337,0.6464213054257425,0.5491448987039075,0.4871284267079957,9.454956516359242e-05,2.1426019979990087,84.80019913100114,102.4535430842021,103.77319330520405,0.06786859999992885,38.86018488339323,6235.949187815,0.0,1355.6428270042193
252336560693540533935881068298825202077_5,BPI2012_W,0.0,21.0,157.6,1.0,0.7111622366815178,0.6197969395608458,0.3768871758711691,0.971968009996625,0.9264975823717855,0.8839218374795198,0.7987799065653762,0.645722737545708,0.5479007076968114,0.48674326972219684,9.454956516359242e-05,2.1426019979990087,84.80019913100114,102.51787417120359,109.1991409008042,0.07069949179713149,38.74467662999814,7472.886417276602,0.0,1355.6428270042193
47482295457342411543800303662309855831_0,BPI2012_W,0.025,3.0,39.8,4.0,0.8328923893666067,0.6373960867996149,0.20015819985305616,0.9933675657353062,0.981513239067586,0.969222252618714,0.9418361758386267,0.877349131314344,0.8176757213142686,0.7622293077589741,9.454956516359242e-05,2.1660954630060587,81.13730438500352,89.2478828766034,163.09878335820395,0.0746160000009695,48.35033915519889,984.1726497392025,0.0,3203.2273076923075
47482295457342411543800303662309855831_1,BPI2012_W,0.025,5.0,39.8,4.0,0.37617068876081017,0.47519338273473066,0.29749232284247207,0.9316711234264077,0.8626883356493991,0.8155664678373814,0.7186938777365993,0.5452432801227518,0.44841345727719295,0.39102000873958576,9.454956516359242e-05,2.1660954630060587,81.13730438500352,84.57039559200057,100.37593757459835,0.06928045600070618,32.40113365860016,2244.1709289363994,0.0,3203.2273076923075
47482295457342411543800303662309855831_2,BPI2012_W,0.025,7.0,39.8,4.0,0.560160401583327,0.5038738685735612,0.315030009924611,0.953001019922884,0.8810078412238955,0.8308002853293613,0.7415388139603916,0.5786109712815889,0.4777969826597806,0.41531846423639013,9.454956516359242e-05,2.1660954630060587,81.13730438500352,91.83166250259964,102.12679473780445,0.07182931439892855,32.45960510439763,3356.7209128246004,0.0,3203.2273076923075
47482295457342411543800303662309855831_3,BPI2012_W,0.025,11.0,39.8,4.0,0.6711790402196568,0.5914860478527582,0.36302221681169533,0.9669809717449468,0.919073748820243,0.8726336449594767,0.7817076290214071,0.6198944496674124,0.5206935736923075,0.46094472218122906,9.454956516359242e-05,2.1660954630060587,81.13730438500352,91.74858351320145,102.10330680339538,0.0729655982053373,33.0322052958043,4496.257752430599,0.0,3203.2273076923075
47482295457342411543800303662309855831_4,BPI2012_W,0.025,17.0,39.8,4.0,0.701374919437379,0.6156565590048213,0.36744417330093576,0.9714002972935731,0.9245232866023299,0.8809390259959174,0.7940324989640276,0.6387037344013471,0.5389336995568781,0.47536030802146423,9.454956516359242e-05,2.1660954630060587,81.13730438500352,95.95977518320433,100.33189237720217,0.06958393839595374,33.315746657000275,5630.198363317604,0.0,3203.2273076923075
47482295457342411543800303662309855831_5,BPI2012_W,0.025,21.0,39.8,4.0,0.699848530135905,0.615807055164697,0.37243361828981725,0.9708675655353443,0.9245206548363054,0.8808583361293947,0.7927602247280158,0.6372129800219147,0.5378542579906498,0.47670115008679703,9.454956516359242e-05,2.1660954630060587,81.13730438500352,92.55919891480008,97.43249717839936,0.07079896480136086,32.90163732560177,6764.798656473804,0.0,3203.2273076923075
252036172554514852379917073716435574953_0,BPI2012_W,0.1,3.0,10.0,16.0,0.8325042708574127,0.643665287240318,0.15892661851077264,0.9944777436481267,0.9846925315621924,0.9750841723663113,0.9538492137555832,0.9026702494578099,0.8543093717099465,0.8088132574758573,9.454956516359242e-05,16.32579124100448,71.49076944800618,83.49017661119578,195.4804665350035,0.07226776000170503,55.57191390859661,1079.0994461196037,0.0,7900.88
252036172554514852379917073716435574953_1,BPI2012_W,0.1,5.0,10.0,16.0,0.3621160135678008,0.4517913964966184,0.2813068511077088,0.9279712367360616,0.8576860441957056,0.8061956162285464,0.7100691883715029,0.5295567419558338,0.4333267892999662,0.37626840160345165,9.454956516359242e-05,16.32579124100448,71.49076944800618,83.75257390679617,89.60221969720442,0.07593786540674045,30.562530167395018,2375.408361559402,0.0,7900.88
252036172554514852379917073716435574953_2,BPI2012_W,0.1,7.0,10.0,16.0,0.5207066306670436,0.47260022872414764,0.29937001770448335,0.9477511297588883,0.8727841265701424,0.8201357812366791,0.7274515744573335,0.5644842045275161,0.46435466225345595,0.4057467966396059,9.454956516359242e-05,16.32579124100448,71.49076944800618,77.6337451569998,79.35218816100095,0.07279195839655586,31.77245576220157,3334.8641077730017,0.0,7900.88
252036172554514852379917073716435574953_3,BPI2012_W,0.1,11.0,10.0,16.0,0.6499404592100477,0.5770308258236609,0.3550037535162661,0.9654288386730059,0.916030129879607,0.8681264708163994,0.7759037010414339,0.6092192279445802,0.5090065587541523,0.45034574412847705,9.454956516359242e-05,16.32579124100448,71.49076944800618,77.24520614179201,79.25543575800839,0.06842205640277825,32.43282576659694,4280.524538758999,0.0,7900.88
252036172554514852379917073716435574953_4,BPI2012_W,0.1,17.0,10.0,16.0,0.6871878622087366,0.6091358574889938,0.36210275477515663,0.9691149068818966,0.9186595201640129,0.8751496558090711,0.7892630030729385,0.6306348673238577,0.5308629914980328,0.4689162092845451,9.454956516359242e-05,16.32579124100448,71.49076944800618,78.45919059620356,79.31829067980871,0.07249119919724763,32.73347855419852,5229.476509997403,0.0,7900.88
252036172554514852379917073716435574953_5,BPI2012_W,0.1,21.0,10.0,16.0,0.6931810962702769,0.6172045890395396,0.36704624792657425,0.9718896821087434,0.9256255580142361,0.8812521295294381,0.7939890547085006,0.6355394560913779,0.5346462802178229,0.4730438730201875,9.454956516359242e-05,16.32579124100448,71.49076944800618,77.85325194000033,78.98291533200536,0.0684884550049901,32.684587124799144,6180.4677865870035,0.0,7900.88
200934189435493509245876840523779924304_0,BPI2012_W,0.2,3.0,5.0,32.0,0.8325192085889797,0.6422115834330355,0.14153082548307216,0.9953834170608518,0.9871981637825844,0.9790310162824503,0.9604747484930186,0.9138215522836198,0.8677511860500748,0.8228796569485617,9.454956516359242e-05,2.2776002890022937,79.05766218298231,80.1581714740023,224.93285170519957,0.07007355679525062,55.097522563603704,1161.6939331323956,0.0,12727.439999999999
200934189435493509245876840523779924304_1,BPI2012_W,0.2,5.0,5.0,32.0,0.32904682392552403,0.42469470142051763,0.261848136810799,0.9282050467445057,0.859805146223998,0.8038896634569717,0.7015936389045488,0.5165619337371485,0.41522881429356334,0.3579176799163338,9.454956516359242e-05,2.2776002890022937,79.05766218298231,78.86519275340251,84.77893255379749,0.07323499999474734,35.0986445002025,2502.58086967399,0.0,12727.439999999999
200934189435493509245876840523779924304_2,BPI2012_W,0.2,7.0,5.0,32.0,0.5228618531829139,0.46789171654092937,0.29489811013784406,0.9494214784773956,0.8740805109593938,0.8158771420837054,0.7252330125795912,0.5581208025866988,0.4579325167177066,0.39785432914327856,9.454956516359242e-05,2.2776002890022937,79.05766218298231,75.17506453380338,77.20350988159771,0.07016078860033303,32.14798824460013,3431.817860129796,0.0,12727.439999999999
200934189435493509245876840523779924304_3,BPI2012_W,0.2,11.0,5.0,32.0,0.615014244922472,0.5651770105691547,0.33750977905199747,0.9596009755053924,0.9050154747472501,0.8541939530402807,0.7635071325921159,0.597927770026517,0.4991601358482791,0.43900263281262275,9.454956516359242e-05,2.2776002890022937,79.05766218298231,75.90517718939809,77.50031544659869,0.07598654559114948,32.447485851997044,4358.1362163193935,0.0,12727.439999999999
200934189435493509245876840523779924304_4,BPI2012_W,0.2,17.0,5.0,32.0,0.6966758077356288,0.6137281967965575,0.36092977428825407,0.9712793646789999,0.9224742674665952,0.8785220548849078,0.7906584520075824,0.6339622625088053,0.533198667106727,0.46879593644863615,9.454956516359242e-05,2.2776002890022937,79.05766218298231,75.48411839660257,76.97185998499626,0.07189338080352173,32.865216178400445,5288.137196153798,0.0,12727.439999999999
200934189435493509245876840523779924304_5,BPI2012_W,0.2,21.0,5.0,32.0,0.6935301630162954,0.617881810336664,0.3595987156791512,0.9722161023086577,0.9245349776029433,0.8791798954860788,0.7898975719793375,0.6296888802793102,0.528925268640586,0.46600610340047127,9.454956516359242e-05,2.2776002890022937,79.05766218298231,75.81286729199928,81.18352831099764,0.07141018779948353,32.753487182199024,6228.645185917796,0.0,12727.439999999999
31882839497307630496007576300860674457_0,BPI2012_W,0.5,3.0,2.0,79.8,0.8328627520850647,0.646502478289336,0.09769372685784454,0.9969353176688542,0.991491434870506,0.986683530534777,0.9760264101746674,0.9492320374774579,0.9218933967109404,0.8940022614686045,9.454956516359242e-05,2.1530745159834623,82.35751056601293,79.39182283379486,443.26505037479217,0.07224612360005267,62.90318841200205,1848.0575658960036,0.0,25868.6
31882839497307630496007576300860674457_1,BPI2012_W,0.5,5.0,2.0,79.8,0.3042170227197836,0.40232622968892884,0.25593308289365413,0.9259207428556216,0.8572833903044188,0.8002346379577971,0.695839360090458,0.5102790253826376,0.40825708593108523,0.35128948345797845,9.454956516359242e-05,2.1530745159834623,82.35751056601293,74.16597793319961,77.56278709939798,0.0750749254017137,31.69278948379797,3564.0000143158018,0.0,25868.6
31882839497307630496007576300860674457_2,BPI2012_W,0.5,7.0,2.0,79.8,0.49442659846760445,0.45023046393978283,0.28092119360525214,0.9468920780343248,0.8716231161754825,0.8124080211998024,0.7227502405101653,0.5571684585422587,0.4587467499889706,0.40087460518415047,9.454956516359242e-05,2.1530745159834623,82.35751056601293,73.74576426400453,76.33887608039659,0.06991532020037994,31.8276190900011,4477.379985087808,0.0,25868.6
31882839497307630496007576300860674457_3,BPI2012_W,0.5,11.0,2.0,79.8,0.5965198245303348,0.5563260950515078,0.3330286658668187,0.9584401897089334,0.9038889750767822,0.8520464720378792,0.7617530700144587,0.5933479907620384,0.4928935076663736,0.43162959279059415,9.454956516359242e-05,2.1530745159834623,82.35751056601293,72.93054706959519,73.66883106739843,0.07449591699405574,28.934219046210636,5367.907307524001,0.0,25868.6
31882839497307630496007576300860674457_4,BPI2012_W,0.5,17.0,2.0,79.8,0.7018349288275089,0.6145376426333407,0.3589626672855718,0.972479052564806,0.9244759784497081,0.8796247017643163,0.7899381366061107,0.6334753015953273,0.5310715859351071,0.4651026027224643,9.454956516359242e-05,2.1530745159834623,82.35751056601293,71.9222360601998,73.13838570680237,0.07067986680194735,29.311186908202945,6244.268783868809,0.0,25868.6
31882839497307630496007576300860674457_5,BPI2012_W,0.5,21.0,2.0,79.8,0.6962577226540002,0.6180529061098323,0.35420438326671,0.9725021126431411,0.9240632309893793,0.8779535584494809,0.7885964623239954,0.6267445716272703,0.5251120971922332,0.46181031083699775,9.454956516359242e-05,2.1530745159834623,82.35751056601293,72.5331983285956,81.25141909539816,0.07457992599811405,29.19825345960562,7141.848006572004,0.0,25868.6
204856358341536816138399558242345199755_0,BPI2012_W,1.0,3.0,1.0,158.6,0.8328627520850647,0.646502478289336,0.09769372685784454,0.9969353176688542,0.991491434870506,0.986683530534777,0.9760264101746674,0.9492320374774579,0.9218933967109404,0.8940022614686045,9.454956516359242e-05,2.109525013016537,91.50520872001653,74.65262689220253,534.8111719531996,0.07369690419873223,60.68340244419524,2125.286986050807,0.0,49993.0
204856358341536816138399558242345199755_1,BPI2012_W,1.0,5.0,1.0,158.6,0.303391875522082,0.4015931800310498,0.255804018053835,0.9256215861373829,0.8566990959498378,0.7992534350482693,0.6945623633027177,0.508345854080756,0.4061193947340205,0.34906693965689717,9.454956516359242e-05,2.109525013016537,91.50520872001653,74.10210303340573,76.84326593639562,0.07102442318573594,31.203576040396,3992.130983849411,0.0,49993.0
204856358341536816138399558242345199755_2,BPI2012_W,1.0,7.0,1.0,158.6,0.5110014005244176,0.4547384235006119,0.2770693496992986,0.9494803596973285,0.8756373340979737,0.8174989848890128,0.7295943147233281,0.5675990534831724,0.4718724606034521,0.4168951139675401,9.454956516359242e-05,2.109525013016537,91.50520872001653,73.80429917540168,76.42557763481163,0.0789940998016391,32.617317426594674,4905.495747375814,0.0,49993.0
204856358341536816138399558242345199755_3,BPI2012_W,1.0,11.0,1.0,158.6,0.5904340552444118,0.5575249493665024,0.3318250549593567,0.9579248731007342,0.9033344250499965,0.8513012336135464,0.7609461003592772,0.5918104933745549,0.4916521398203056,0.43097418675722,9.454956516359242e-05,2.109525013016537,91.50520872001653,73.7413968118024,74.93897463479661,0.07192606920143589,31.356886484398274,5812.5167744832115,0.0,49993.0
204856358341536816138399558242345199755_4,BPI2012_W,1.0,17.0,1.0,158.6,0.6982856610088883,0.6116823027875624,0.3579571559705903,0.9722541576522306,0.9237343124714432,0.8785072495884076,0.789956346345343,0.6328355514803267,0.5305049096033795,0.46520454267018235,9.454956516359242e-05,2.109525013016537,91.50520872001653,73.99374699159526,75.15822031520656,0.07059227539575659,31.426805115200114,6712.9517254086095,0.0,49993.0
204856358341536816138399558242345199755_5,BPI2012_W,1.0,21.0,1.0,158.6,0.6941420477294412,0.6168847996330029,0.3537005366645659,0.9722012164004381,0.9234591249866781,0.8771961808940665,0.7874533353348065,0.6248604197646845,0.5225042224633631,0.4594019319089776,9.454956516359242e-05,2.109525013016537,91.50520872001653,74.27153060179553,75.48602657099255,0.06898276040446945,31.182333173201187,7621.252172731009,0.0,49993.0
252336560693540533935881068298825202077_0,BPI2012_WC,0.0,3.0,75.6,1.0,0.6635291901615703,0.4828163963038673,0.15184954230012387,0.9825674125314908,0.9634598288089814,0.9421744728829695,0.8951381600002021,0.7650613083663091,0.6315224371079281,0.5033756461249865,1.210214207914801e-05,1.5896641290164553,102.96501646601246,99.86055670400383,127.20229103279999,0.1148479302006308,34.30994627000182,941.0750819047971,0.0,1831.5337837837837
252336560693540533935881068298825202077_1,BPI2012_WC,0.0,5.0,75.6,1.0,0.19309400319463968,0.24833164172070793,0.30031442121034313,0.8415969171531412,0.715673940830558,0.6284760083503392,0.5096962067409297,0.3742917403433169,0.32944571970989717,0.31338324748664176,1.210214207914801e-05,1.5896641290164553,102.96501646601246,63.087594031600744,63.34215241019265,0.05231143480050378,22.178903111803812,1864.8463352448075,0.0,1831.5337837837837
252336560693540533935881068298825202077_2,BPI2012_WC,0.0,7.0,75.6,1.0,0.2793396457682237,0.39231753708426625,0.3282506110836026,0.8594479885849656,0.7440434580501831,0.6591366376088799,0.5403213358041377,0.40160398116878343,0.357195131980341,0.34125855081924,1.210214207914801e-05,1.5896641290164553,102.96501646601246,63.4020199066028,62.88337307460024,0.0564248337992467,22.64945521519985,2607.212826435408,0.0,1831.5337837837837
252336560693540533935881068298825202077_3,BPI2012_WC,0.0,11.0,75.6,1.0,0.3759004405845741,0.4544274433096726,0.35328962857941526,0.8817174981525422,0.7689612004857103,0.6825729437366578,0.5677441764940925,0.42989488012472776,0.38339492979961437,0.3668203215284369,1.210214207914801e-05,1.5896641290164553,102.96501646601246,62.86875652759336,62.91797805259703,0.05239355619996786,22.38719619200565,3351.561590958404,0.0,1831.5337837837837
252336560693540533935881068298825202077_4,BPI2012_WC,0.0,17.0,75.6,1.0,0.39726973453585596,0.4630951782315612,0.36114281119219654,0.8868353174919081,0.783121958389924,0.7011501793503755,0.5835602506519877,0.44147293488575035,0.39299336450531175,0.3755192898398167,1.210214207914801e-05,1.5896641290164553,102.96501646601246,63.181969788996504,63.89962058140081,0.053739664604654534,22.67506166140665,4096.738543750806,0.0,1831.5337837837837
252336560693540533935881068298825202077_5,BPI2012_WC,0.0,21.0,75.6,1.0,0.3979259120910184,0.4645445969975852,0.3627959066115419,0.8861372060282069,0.7824895993609753,0.7014656751933631,0.5852282590817175,0.44364342739951673,0.395242102693948,0.3775615987034348,1.210214207914801e-05,1.5896641290164553,102.96501646601246,66.59565090799587,66.80758907179116,0.055642229394288735,22.726574857608647,4867.158812585805,0.0,1831.5337837837837
47482295457342411543800303662309855831_0,BPI2012_WC,0.025,3.0,37.8,2.0,0.6635192457479125,0.4803159803340133,0.14183295646184818,0.9839326124731086,0.9660170322490531,0.9458636468456978,0.9010012967930138,0.7759482456502417,0.6458692643588478,0.5197808397581691,1.210214207914801e-05,1.0020092310151085,70.19014111201977,60.411693717591696,90.61848811539821,0.5462233026046306,26.523462423996534,596.8831323124119,0.0,3248.563584637269
47482295457342411543800303662309855831_1,BPI2012_WC,0.025,5.0,37.8,2.0,0.2298313198045931,0.25824652383040214,0.30376696829796146,0.8480556994360897,0.7217702446586999,0.6339705182542291,0.5138934159055618,0.3775938350884389,0.3328438885362111,0.3168355366465253,1.210214207914801e-05,1.0020092310151085,70.19014111201977,62.62248522180016,62.17753338119364,0.05234052620362491,25.40998373081093,1422.8053039608117,0.0,3248.563584637269
47482295457342411543800303662309855831_2,BPI2012_WC,0.025,7.0,37.8,2.0,0.2609797889529325,0.38002645999815404,0.32019051229093753,0.8576899306811383,0.7415790765966126,0.6559638082345817,0.5342530608052127,0.39340729736349905,0.3491094113482597,0.3332016244156989,1.210214207914801e-05,1.0020092310151085,70.19014111201977,63.04524403359974,64.973972890398,0.05722560100839473,24.560643988003722,2180.692140701617,0.0,3248.563584637269
47482295457342411543800303662309855831_3,BPI2012_WC,0.025,11.0,37.8,2.0,0.37073829262157976,0.452491635573646,0.35048617454632236,0.8826018414858691,0.769716059676345,0.6820546532692603,0.5670407431211782,0.4269733726751769,0.3797911853100663,0.3636206414089516,1.210214207914801e-05,1.0020092310151085,70.19014111201977,62.87793453200138,65.99514270540676,0.05279976479941979,25.241011008789066,2944.39006665661,0.0,3248.563584637269
47482295457342411543800303662309855831_4,BPI2012_WC,0.025,17.0,37.8,2.0,0.3957953537574917,0.46273052237516676,0.35716372562781107,0.88809045868247,0.7850671152661798,0.7030721172328693,0.5840666340587117,0.4399377652397106,0.38972010371456667,0.3714662369247718,1.210214207914801e-05,1.0020092310151085,70.19014111201977,74.39312942459946,79.7084870685998,0.06642560299951583,28.73543542859843,3749.8832878982125,0.0,3248.563584637269
47482295457342411543800303662309855831_5,BPI2012_WC,0.025,21.0,37.8,2.0,0.39898965695315086,0.4650428863274625,0.35922242052303427,0.8877389760203483,0.7848821650781556,0.7041165859288203,0.5873590522152529,0.4428621093934769,0.39286459274133306,0.3744044635782255,1.210214207914801e-05,1.0020092310151085,70.19014111201977,117.08082847380429,120.56089463239769,0.12087692440254613,33.935480170999654,4924.338029389013,0.0,3248.563584637269
252036172554514852379917073716435574953_0,BPI2012_WC,0.1,3.0,10.0,8.0,0.6632430001720782,0.47774062136853956,0.08003275631973936,0.9911478507422602,0.9812893122554467,0.9701618722746076,0.9449179083860646,0.8723677839339408,0.7938790869266884,0.7139013992238686,1.210214207914801e-05,1.718339543993352,104.55791069500265,57.3169492497982,102.78489044680609,0.05641433300334029,27.022839663602646,666.4548237676092,0.0,10072.72
