params.cv_hash,params.dataset,params.process_stage_width_percentage,params.max_pattern_size_eval,metrics.n_process_stages,metrics.process_stage_width,metrics.nap_accuracy,metrics.nap_balanced_accuracy,metrics.rtp_similarity,metrics.rtp_similarity_h_1,metrics.rtp_similarity_h_2,metrics.rtp_similarity_h_3,metrics.rtp_similarity_h_5,metrics.rtp_similarity_h_10,metrics.rtp_similarity_h_15,metrics.rtp_similarity_h_20,metrics.none_share,metrics.prep_duration,metrics.fit_duration,metrics.nap_duration,metrics.rtp_duration,metrics.nap_eval_duration,metrics.rtp_eval_duration,metrics.total_run_time,metrics.avg_pruned_patterns_per_stage,metrics.avg_unpruned_patterns_per_stage
47482295457342411543800303662309855831_0,BPI2013_Incidents,0.025,3.0,33.6,3.8,0.7038728580217717,0.3168505671080952,0.368254450908531,0.9807287837998417,0.9565296407891557,0.9364122602928404,0.9151526613816271,0.8675935608531777,0.8225010564888275,0.7789397059909693,0.0001767505861458183,0.9462228910415433,111.03065129002789,76.1188408778049,134.15385853959015,0.05156500600278378,23.908577260607853,801.9330368828145,0.0,6074.31625
47482295457342411543800303662309855831_1,BPI2013_Incidents,0.025,5.0,33.6,3.8,0.2523433763539228,0.26335576281055795,0.39876038758317234,0.9125582141822477,0.8291118362046925,0.7527181265848624,0.6476834798614182,0.5172640395153175,0.4589333101471783,0.42880078938350563,0.0001767505861458183,0.9462228910415433,111.03065129002789,82.03497684240574,85.74381657380145,0.05147040779702365,20.7673769159941,1849.4234198002262,0.0,6074.31625
47482295457342411543800303662309855831_2,BPI2013_Incidents,0.025,7.0,33.6,3.8,0.24647956304515772,0.22412121910425736,0.4020605083294207,0.9066090171524299,0.8134158347475621,0.7422000117280184,0.6415113827562947,0.5140852000154492,0.4577391730217265,0.43085838797208387,0.0001767505861458183,0.9462228910415433,111.03065129002789,72.30023928742158,73.23664396981476,0.052255887200590226,20.636884940997696,2724.3012717090196,0.0,6074.31625
47482295457342411543800303662309855831_3,BPI2013_Incidents,0.025,11.0,33.6,3.8,0.5685452639443137,0.30616847211251347,0.49419660064434867,0.9456442789720768,0.8738016148683206,0.8018226903544802,0.7135868995780255,0.5999696091320136,0.5497792506961601,0.5253780826165553,0.0001767505861458183,0.9462228910415433,111.03065129002789,72.76810427480378,72.32629068660317,0.05097687580855563,20.66815887360135,3555.727822569816,0.0,6074.31625
47482295457342411543800303662309855831_4,BPI2013_Incidents,0.025,17.0,33.6,3.8,0.6239479268337915,0.3502910559263181,0.5483426224182714,0.9515705525167253,0.8835776466153955,0.8155115359189944,0.7312712525783247,0.6324725227876987,0.5920351994591208,0.5727729836654949,0.0001767505861458183,0.9462228910415433,111.03065129002789,86.22303316321923,87.92960283459396,0.05104893579846248,20.30448271338828,4454.701930343406,0.0,6074.31625
47482295457342411543800303662309855831_5,BPI2013_Incidents,0.025,21.0,33.6,3.8,0.6373318514160252,0.3625130536375443,0.5622169128228949,0.9532382848377073,0.8867535955895283,0.8203084451323026,0.7382432932916713,0.6432098920227501,0.6042415541013915,0.5857708514650944,0.0001767505861458183,0.9462228910415433,111.03065129002789,88.56707870760002,88.52404255920555,0.05119429780170322,20.223358228395227,5449.634301401418,0.0,6074.31625
252036172554514852379917073716435574953_0,BPI2013_Incidents,0.1,3.0,10.0,12.8,0.7019141930053714,0.31490189600328594,0.3391597702059974,0.9815023915525106,0.9582833257286969,0.9396248115637826,0.9215838930305814,0.8816010844395505,0.8446589813596954,0.8093640658336285,0.0001767505861458183,0.9408085190225393,269.53885246097343,70.179970323015,152.81508052160498,0.05364801459945738,24.585540168406443,1015.6698077443987,0.0,18832.82
252036172554514852379917073716435574953_1,BPI2013_Incidents,0.1,5.0,10.0,12.8,0.3203618584276203,0.269683829131354,0.40174148859703135,0.9269834539693539,0.8574725098622349,0.7978970054298443,0.7103849565413702,0.5828748351994277,0.521167821767335,0.4845735674298733,0.0001767505861458183,0.9408085190225393,269.53885246097343,70.49692355617881,73.34665213599801,0.053207600011955944,20.439865551202093,2008.322369455977,0.0,18832.82
252036172554514852379917073716435574953_2,BPI2013_Incidents,0.1,7.0,10.0,12.8,0.18842435077587077,0.1837414190449051,0.35751169790054504,0.9052274657994348,0.8091863931908947,0.7373864427597956,0.6423164220866786,0.5161093731613418,0.4460261141989646,0.41075485661377636,0.0001767505861458183,0.9408085190225393,269.53885246097343,69.66551920899656,76.68128593000583,0.05113774579949677,21.323640359996354,2849.694396506378,0.0,18832.82
252036172554514852379917073716435574953_3,BPI2013_Incidents,0.1,11.0,10.0,12.8,0.5524126502233295,0.29035315124546157,0.4756378787935878,0.9455895633512933,0.8737240724301266,0.8020857862321151,0.7117070161087407,0.5932818575867824,0.539104500450202,0.5107969117253143,0.0001767505861458183,0.9408085190225393,269.53885246097343,70.95346713403706,71.07196727099362,0.05382042936980724,19.85216115420917,3663.136471767991,0.0,18832.82
252036172554514852379917073716435574953_4,BPI2013_Incidents,0.1,17.0,10.0,12.8,0.614659980589255,0.34356250327352705,0.5412113593457235,0.950623496927346,0.8819529527298784,0.8128264304200716,0.7276570940888479,0.6273842600839679,0.5857926486381995,0.5661096119691221,0.0001767505861458183,0.9408085190225393,269.53885246097343,76.52232163500739,76.25710209656972,0.05128344559343532,19.799811436422168,4505.581874771999,0.0,18832.82
252036172554514852379917073716435574953_5,BPI2013_Incidents,0.1,21.0,10.0,12.8,0.6317742966233705,0.35811230477031347,0.5587269125476265,0.9525043630108583,0.8852331665506631,0.8182864187018989,0.7358933648406125,0.6401997210329589,0.6007958544059087,0.5821835576509702,0.0001767505861458183,0.9408085190225393,269.53885246097343,91.85273556382162,90.70484211820876,0.05506488878745586,19.872436215006747,5441.978730637976,0.0,18832.82
200934189435493509245876840523779924304_0,BPI2013_Incidents,0.2,3.0,5.0,25.6,0.7029209100570295,0.3091437068560046,0.326819582538043,0.98139637071579,0.958227722590023,0.9398650553411784,0.9236217660633566,0.8891134904454606,0.8571481946990154,0.8271015096102217,0.0001767505861458183,0.925455590011552,405.77689155802364,69.45112236860442,187.33421509200707,0.0533000594121404,22.736632151377854,1244.368532972189,0.0,35904.31999999999
200934189435493509245876840523779924304_1,BPI2013_Incidents,0.2,5.0,5.0,25.6,0.31549094220040297,0.25642753969967924,0.3786481375746069,0.9182183750644507,0.8347310387262947,0.7667375169580234,0.6728716143240294,0.5629216762602234,0.5146601823192432,0.4835538629584998,0.0001767505861458183,0.925455590011552,405.77689155802364,69.55246995422058,72.2826195955975,0.0547969865729101,18.291157038789244,2286.097580965189,0.0,35904.31999999999
200934189435493509245876840523779924304_2,BPI2013_Incidents,0.2,7.0,5.0,25.6,0.20615060512763267,0.21878562997571444,0.3656012534196186,0.9064359641802644,0.8111275226862512,0.7409455344857722,0.6465188760447904,0.5275524244773304,0.4654383265350434,0.43135437142198985,0.0001767505861458183,0.925455590011552,405.77689155802364,69.05496015719837,70.59058041201206,0.051470443804282694,18.334759499994107,3080.766247120197,0.0,35904.31999999999
200934189435493509245876840523779924304_3,BPI2013_Incidents,0.2,11.0,5.0,25.6,0.5422844345434411,0.28822616894425485,0.4705175237646073,0.9453374897465621,0.8731186543585165,0.801425353560824,0.7115069058284382,0.5905554689989073,0.5354706570522433,0.5070006289848978,0.0001767505861458183,0.925455590011552,405.77689155802364,69.20498912280891,69.26733921098057,0.05212874719873071,17.758496442215982,3867.282669252402,0.0,35904.31999999999
200934189435493509245876840523779924304_4,BPI2013_Incidents,0.2,17.0,5.0,25.6,0.611176044884373,0.3412363854271671,0.5366572492591434,0.9502458686727712,0.8812492310492624,0.8115533219521108,0.725426853325802,0.6242830064042193,0.5818328275728815,0.5617048987720151,0.0001767505861458183,0.925455590011552,405.77689155802364,75.91419579719658,74.83584536419949,0.05138718499802053,17.16230446600821,4681.266130100994,0.0,35904.31999999999
200934189435493509245876840523779924304_5,BPI2013_Incidents,0.2,21.0,5.0,25.6,0.6287253397777448,0.35485979727253547,0.554995446494715,0.9521110582525129,0.8843293919660784,0.8167817804781545,0.7333303965797957,0.6367812672004468,0.5970011753086638,0.5783607635257448,0.0001767505861458183,0.925455590011552,405.77689155802364,84.87316968742525,85.82579573340482,0.05171546197962016,17.66282870041905,5585.533764080401,0.0,35904.31999999999
31882839497307630496007576300860674457_0,BPI2013_Incidents,0.5,3.0,2.0,62.4,0.7029334464756255,0.30921126970920065,0.33007355113819126,0.9805356114044719,0.9564239395662074,0.9375664226454534,0.9212894738820563,0.8865083117069865,0.8546788265526866,0.8249301320012392,0.0001767505861458183,0.9532527729752474,465.91016655100975,72.34730300540105,309.14685089859415,0.059394147794228046,20.716333368606865,1670.0438003460063,0.0,86931.7
31882839497307630496007576300860674457_1,BPI2013_Incidents,0.5,5.0,2.0,62.4,0.31515827589949547,0.25183979013243524,0.39708045589965535,0.9121641844866891,0.8220935506710243,0.7485181798556167,0.6495536662375784,0.5406359088730383,0.4966116858425629,0.47404909023864616,0.0001767505861458183,0.9532527729752474,465.91016655100975,68.1485466846265,71.61708413759479,0.053522446181159464,16.555114342400337,2949.8576415494085,0.0,86931.7
31882839497307630496007576300860674457_2,BPI2013_Incidents,0.5,7.0,2.0,62.4,0.20050720957678644,0.19677699392494544,0.36844588251428806,0.9044824035015979,0.8069284043203087,0.7350305244172735,0.6368147456247933,0.5151630706258342,0.45015587256431966,0.413948250039151,0.0001767505861458183,0.9532527729752474,465.91016655100975,68.49874094279949,69.45245353438659,0.05167850740253925,16.837625974009278,3726.43054078141,0.0,86931.7
31882839497307630496007576300860674457_3,BPI2013_Incidents,0.5,11.0,2.0,62.4,0.5388281422110122,0.28315583509517384,0.46702193600542286,0.9443045384546889,0.8708058069983002,0.7982909587445378,0.7056194850585527,0.5821778340587718,0.5283539827521482,0.5013196864635612,0.0001767505861458183,0.9532527729752474,465.91016655100975,73.50683807398892,73.13376914401306,0.0513988416059874,16.808365373197013,4513.660992323607,0.0,86931.7
31882839497307630496007576300860674457_4,BPI2013_Incidents,0.5,17.0,2.0,62.4,0.6098963530334673,0.3387633778961917,0.5333557619908177,0.9497429950375752,0.880218192137477,0.810033900712375,0.7237560421723285,0.6219500741898996,0.5796205649429629,0.558385458632334,0.0001767505861458183,0.9532527729752474,465.91016655100975,82.50496704799589,86.51940817701397,0.052505033020861444,16.49975095699774,5415.173957056203,0.0,86931.7
31882839497307630496007576300860674457_5,BPI2013_Incidents,0.5,21.0,2.0,62.4,0.6279325303942647,0.3541688491601541,0.5519632455971025,0.9517393083461627,0.8834401178692056,0.8153439601167563,0.7313056107177552,0.6338454737358684,0.5940761418361518,0.5752656547713403,0.0001767505861458183,0.9532527729752474,465.91016655100975,84.36983610079623,84.81749080258888,0.05486914700595662,16.4088528058026,6338.15528312081,0.0,86931.7
204856358341536816138399558242345199755_0,BPI2013_Incidents,1.0,3.0,1.0,124.6,0.702790723222742,0.3091174671574227,0.32850040608213177,0.9805655194713075,0.9564764842672192,0.9376259918205155,0.921344028282397,0.8865502492127435,0.8546835467932308,0.8248981561501504,0.0001767505861458183,10.480094500002451,470.21882909501437,69.67107044319854,510.2294021619949,0.05890391200082377,21.15865236540558,2234.847946988605,0.0,173374.6
204856358341536816138399558242345199755_1,BPI2013_Incidents,1.0,5.0,1.0,124.6,0.3156712429221933,0.25325544268241335,0.39877011188962636,0.9099032852893645,0.8174052522745736,0.7415660774791537,0.6403060242506962,0.5315802520470381,0.49049490987788447,0.47168727154218876,0.0001767505861458183,10.480094500002451,470.21882909501437,68.80004827600206,75.95811074860394,0.0546873574028723,17.232261604792438,3961.2873908316133,0.0,173374.6
204856358341536816138399558242345199755_2,BPI2013_Incidents,1.0,7.0,1.0,124.6,0.19991030495236653,0.20102309465340246,0.3667006217929457,0.9052981975208629,0.8085943215029671,0.7368048383272264,0.6386731153165813,0.5166445556275351,0.4521051451754296,0.41823969704199804,0.0001767505861458183,10.480094500002451,470.21882909501437,68.41461717959028,69.73172154700151,0.05238873300841078,17.24242024659179,4754.21749827381,0.0,173374.6
204856358341536816138399558242345199755_3,BPI2013_Incidents,1.0,11.0,1.0,124.6,0.5385446880739388,0.2829898439946861,0.4654215160518871,0.9441726715285391,0.8704650226270582,0.7982000966733416,0.7059930407936629,0.583178669608435,0.5283571086121193,0.500986823454009,0.0001767505861458183,10.480094500002451,470.21882909501437,68.80401010221104,69.31009381938493,0.052322307811118664,17.059294385812244,5532.8945861874145,0.0,173374.6
204856358341536816138399558242345199755_4,BPI2013_Incidents,1.0,17.0,1.0,124.6,0.6099791684594299,0.33857800269923055,0.533549385367366,0.9496281498642777,0.8798492094120046,0.8096843011287274,0.7234293203903291,0.6215252709016388,0.5792756343235984,0.5583083914261031,0.0001767505861458183,10.480094500002451,470.21882909501437,76.03669313680147,75.27563685522182,0.05557503619929775,16.756255381985103,6348.228494503,0.0,173374.6
204856358341536816138399558242345199755_5,BPI2013_Incidents,1.0,21.0,1.0,124.6,0.6263919887497371,0.3535616838378373,0.5516333132857334,0.9515895147691262,0.8832778948977488,0.8151790586926119,0.7312508028403902,0.6339569141977291,0.5941301373520295,0.5752457813173997,0.0001767505861458183,10.480094500002451,470.21882909501437,85.02177747340174,88.09472707620588,0.054250735195819286,16.9083795787883,7251.743967624008,0.0,173374.6
252336560693540533935881068298825202077_0,EnvPermit,0.0,3.0,25.6,1.0,0.8747464597544383,0.5435711948746785,0.837936627361675,0.9751252353674428,0.9398984701123236,0.9067491758919264,0.8599990031403509,0.840314965054841,0.8384350076930265,0.8380055395221386,0.0032868537456343825,0.21577007503947243,7.535697453015018,9.321068790601567,9.550514352193568,0.03932068841531873,16.280202131217813,114.51136789500015,0.0,373.7714814814815
252336560693540533935881068298825202077_1,EnvPermit,0.0,5.0,25.6,1.0,0.3392442509054535,0.38922031088743597,0.44000466297583263,0.8493875902597378,0.7384787624720358,0.6380336158645752,0.5085639165960393,0.4597668884650554,0.4472060205225731,0.4408439935930538,0.0032868537456343825,0.21577007503947243,7.535697453015018,9.127304039988667,9.308499783393927,0.038090073596686126,16.06266163600376,288.4366107620066,0.0,373.7714814814815
252336560693540533935881068298825202077_2,EnvPermit,0.0,7.0,25.6,1.0,0.6406984065320245,0.47474996086940136,0.5612048068785311,0.936438154391,0.8116675818374663,0.7328695000149033,0.6147828256132939,0.5683011502320723,0.5624400518737522,0.5613039979364102,0.0032868537456343825,0.21577007503947243,7.535697453015018,9.146814704791177,9.162669159600046,0.03775673658819869,15.80012560961768,460.3664096036111,0.0,373.7714814814815
252336560693540533935881068298825202077_3,EnvPermit,0.0,11.0,25.6,1.0,0.7591257327836168,0.5249695926121414,0.6993128322706472,0.9561360407346106,0.8932992814696336,0.8381406263811966,0.7386428099245761,0.7026558202458689,0.699966238194877,0.6994116420624177,0.0032868537456343825,0.21577007503947243,7.535697453015018,9.117887486796826,9.088424905203283,0.03861585918348283,16.092933704995083,631.9817794625997,0.0,373.7714814814815
252336560693540533935881068298825202077_4,EnvPermit,0.0,17.0,25.6,1.0,0.8755387264432993,0.560847613146765,0.8387793111771511,0.9758668170183731,0.9416460046999362,0.9092265133349245,0.861985448425399,0.8418004582925687,0.8393995846794976,0.8388578094569141,0.0032868537456343825,0.21577007503947243,7.535697453015018,9.072759956598748,9.152626143186353,0.03751692939549685,15.88976375341881,804.5661039047991,0.0,373.7714814814815
252336560693540533935881068298825202077_5,EnvPermit,0.0,21.0,25.6,1.0,0.8755387264432993,0.560847613146765,0.8387748365881068,0.9758665815136865,0.9416455336905631,0.9092258068208648,0.8619842709019663,0.8417983387503897,0.839396287613886,0.83885333486787,0.0032868537456343825,0.21577007503947243,7.535697453015018,8.61880796457408,8.485159230418503,0.04013994460692629,14.805478367384058,973.7952904506004,0.0,373.7714814814815
47482295457342411543800303662309855831_0,EnvPermit,0.025,3.0,25.6,1.0,0.8747464597544383,0.5435711948746785,0.837936627361675,0.9751252353674428,0.9398984701123236,0.9067491758919264,0.8599990031403509,0.840314965054841,0.8384350076930265,0.8380055395221386,0.0032868537456343825,0.18516622600145638,6.004687711014412,8.186291567992885,8.274348912003916,0.03880044500110671,14.599557254381944,100.14695366458037,0.0,373.7714814814815
47482295457342411543800303662309855831_1,EnvPermit,0.025,5.0,25.6,1.0,0.3392442509054535,0.38922031088743597,0.44000466297583263,0.8493875902597378,0.7384787624720358,0.6380336158645752,0.5085639165960393,0.4597668884650554,0.4472060205225731,0.4408439935930538,0.0032868537456343825,0.18516622600145638,6.004687711014412,9.374445723800454,8.687702969578094,0.038556956010870634,14.882374711614101,262.4919436615892,0.0,373.7714814814815
47482295457342411543800303662309855831_2,EnvPermit,0.025,7.0,25.6,1.0,0.6406984065320245,0.47474996086940136,0.5612048068785311,0.936438154391,0.8116675818374663,0.7328695000149033,0.6147828256132939,0.5683011502320723,0.5624400518737522,0.5613039979364102,0.0032868537456343825,0.18516622600145638,6.004687711014412,8.719600412191358,8.565574063220993,0.03875383260892704,15.024721075384878,424.3694261645898,0.0,373.7714814814815
47482295457342411543800303662309855831_3,EnvPermit,0.025,11.0,25.6,1.0,0.7591257327836168,0.5249695926121414,0.6993128322706472,0.9561360407346106,0.8932992814696336,0.8381406263811966,0.7386428099245761,0.7026558202458689,0.699966238194877,0.6994116420624177,0.0032868537456343825,0.18516622600145638,6.004687711014412,8.242344201402739,8.331598966009915,0.2388269220129587,15.050946877605748,585.3181205651956,0.0,373.7714814814815
47482295457342411543800303662309855831_4,EnvPermit,0.025,17.0,25.6,1.0,0.8755387264432993,0.560847613146765,0.8387793111771511,0.9758668170183731,0.9416460046999362,0.9092265133349245,0.861985448425399,0.8418004582925687,0.8393995846794976,0.8388578094569141,0.0032868537456343825,0.18516622600145638,6.004687711014412,8.738221845403313,8.535894351406023,0.037461919605266306,15.002666750189382,749.0167123215972,0.0,373.7714814814815
47482295457342411543800303662309855831_5,EnvPermit,0.025,21.0,25.6,1.0,0.8755387264432993,0.560847613146765,0.8387748365881068,0.9758665815136865,0.9416455336905631,0.9092258068208648,0.8619842709019663,0.8417983387503897,0.839396287613886,0.83885333486787,0.0032868537456343825,0.18516622600145638,6.004687711014412,8.671974316204432,8.624826814013067,0.03879091180860996,15.136987125792075,909.3035434801947,0.0,373.7714814814815
252036172554514852379917073716435574953_0,EnvPermit,0.1,3.0,8.6,3.0,0.8510713036026607,0.5419912584735227,0.8216215894141238,0.9691089329224459,0.9214537530591347,0.8814766906040108,0.8435129730857949,0.8240024591734845,0.8221255472487293,0.8216859263812856,0.0032868537456343825,0.18038177402922884,5.133197960967664,8.401232371409424,8.544464261387475,0.038717189396265894,14.769141460419632,102.15932307558833,0.0,1068.0285714285715
252036172554514852379917073716435574953_1,EnvPermit,0.1,5.0,8.6,3.0,0.31003217940458927,0.3693911595728078,0.3937117154241342,0.8440428041608949,0.7290948446125853,0.6286886508597791,0.4911044094317735,0.4092950050397236,0.3996461488004798,0.39468873762666706,0.0032868537456343825,0.18038177402922884,5.133197960967664,9.00386330798501,8.671114271006081,0.03737766220001504,14.42821181898471,262.7046694451943,0.0,1068.0285714285715
252036172554514852379917073716435574953_2,EnvPermit,0.1,7.0,8.6,3.0,0.6184367303316122,0.4443366801885216,0.5253246988110029,0.9342173279640406,0.811966631483422,0.7312051207408398,0.6115689249020055,0.5293690021414201,0.5260519997993074,0.5254329595785818,0.0032868537456343825,0.18038177402922884,5.133197960967664,7.750367955595721,7.866202333988622,0.03990234776865691,14.40048077859683,416.6332206507912,0.0,1068.0285714285715
252036172554514852379917073716435574953_3,EnvPermit,0.1,11.0,8.6,3.0,0.6706483968736272,0.5232543858591399,0.6283796356377969,0.9376857215018484,0.859867112146073,0.7895068160159724,0.674766366028616,0.6317557302303569,0.6291246022288693,0.6284828817192487,0.0032868537456343825,0.18038177402922884,5.133197960967664,8.671512685797643,7.694781896821223,0.22955550339538605,14.302697918971536,571.3545385245816,0.0,1068.0285714285715
252036172554514852379917073716435574953_4,EnvPermit,0.1,17.0,8.6,3.0,0.875645687573266,0.556962047712,0.8381191850728864,0.9758466426544009,0.9415311812449036,0.9088522905169171,0.8610355538938972,0.8410045600617021,0.8388091328926122,0.8382155306878667,0.0032868537456343825,0.18038177402922884,5.133197960967664,7.959519793803338,8.861196666804608,0.037771880789659915,15.034110311593395,725.1588787627988,0.0,1068.0285714285715
252036172554514852379917073716435574953_5,EnvPermit,0.1,21.0,8.6,3.0,0.8757318460788037,0.5580130411372435,0.8381117826282093,0.975800260837907,0.9414522517193138,0.908725555411895,0.8608408289431114,0.8409768697974261,0.8387906215100143,0.8381995272024637,0.0032868537456343825,0.18038177402922884,5.133197960967664,8.02435439019464,7.884862807183526,0.04261736921034753,14.491979610815179,883.1146955293837,0.0,1068.0285714285715
200934189435493509245876840523779924304_0,EnvPermit,0.2,3.0,4.8,5.8,0.8507639746822282,0.5394856883689452,0.820007847835434,0.968476567125631,0.9211269962896628,0.8816131920728093,0.8427648699393157,0.8226221537440825,0.8205418196256318,0.8200767599958979,0.0032868537456343825,0.19141113699879497,6.182147289044224,8.027436570206191,8.128774920012802,0.039524376019835473,14.413082972797564,98.70837807223434,0.0,1869.4599999999998
200934189435493509245876840523779924304_1,EnvPermit,0.2,5.0,4.8,5.8,0.3198945816714644,0.3606850182545564,0.399085036399783,0.8455452284202867,0.7332429569213244,0.6282614661611403,0.48986392875984,0.41941594476989896,0.40633748472980596,0.39999629154864874,0.0032868537456343825,0.19141113699879497,6.182147289044224,7.999058299208992,8.256145465793088,0.038847318396437916,14.24920305578271,252.86400286082645,0.0,1869.4599999999998
200934189435493509245876840523779924304_2,EnvPermit,0.2,7.0,4.8,5.8,0.5997536431795606,0.4345907762400166,0.5098933816493774,0.9296705148708895,0.8022599626595854,0.7171420882911111,0.5913018975164895,0.5135687132177076,0.5104339092006971,0.509987616247846,0.0032868537456343825,0.19141113699879497,6.182147289044224,7.930895631818567,7.8839100850047545,0.03926424218807369,14.21364482480567,403.60700177522375,0.0,1869.4599999999998
200934189435493509245876840523779924304_3,EnvPermit,0.2,11.0,4.8,5.8,0.6682399158176914,0.5260178161817247,0.626756163822401,0.9374912857093752,0.8588255274746549,0.7879991773363267,0.672935522721301,0.6299452511009752,0.6274505425668204,0.6268642029635023,0.0032868537456343825,0.19141113699879497,6.182147289044224,7.877094551397022,7.849546137999278,0.5007886471808888,14.12384448820958,555.2751599862124,0.0,1869.4599999999998
200934189435493509245876840523779924304_4,EnvPermit,0.2,17.0,4.8,5.8,0.8746307451411571,0.5594803597837158,0.8374566659525551,0.9756379143651766,0.9409060849370405,0.9079760279315586,0.8599923144765482,0.8401246527556582,0.8380641855222049,0.837544393581649,0.0032868537456343825,0.19141113699879497,6.182147289044224,7.84696078421548,7.871062291809357,0.0382001462043263,14.224060410575476,706.1078043240238,0.0,1869.4599999999998
200934189435493509245876840523779924304_5,EnvPermit,0.2,21.0,4.8,5.8,0.8746307451411571,0.5594803597837158,0.8374841525170815,0.9756306713336131,0.940891598873914,0.907954298836869,0.8600037493079025,0.8401645893925025,0.8381007823996056,0.8375718801461755,0.0032868537456343825,0.19141113699879497,6.182147289044224,8.002187087002676,7.924202051211614,0.040137458010576665,14.182838517194615,857.7326581510249,0.0,1869.4599999999998
31882839497307630496007576300860674457_0,EnvPermit,0.5,3.0,2.0,13.4,0.8099241637352307,0.5403973408479492,0.7517940989127359,0.9532335092634389,0.8821259622056097,0.8284535035283878,0.7761240659642992,0.7542458617268559,0.7522857628653152,0.7518628121517517,0.0032868537456343825,0.1866363090230152,6.7205205709906295,8.350601141003427,8.513522125803865,0.0389032217906788,14.628847366000992,102.90201564880553,0.0,4345.7
31882839497307630496007576300860674457_1,EnvPermit,0.5,5.0,2.0,13.4,0.3515112918401265,0.3551606993805814,0.3951067587590246,0.8717528547348273,0.7785689729863385,0.6870773953719455,0.5568264218911778,0.4588377584736751,0.41433534550230666,0.3970015125320042,0.0032868537456343825,0.1866363090230152,6.7205205709906295,8.093184280593414,8.083978639822453,0.03770463243126869,14.023445168184116,256.741025342606,0.0,4345.7
31882839497307630496007576300860674457_2,EnvPermit,0.5,7.0,2.0,13.4,0.5475316144459862,0.4266227354352801,0.4584599328180626,0.9204842085686435,0.7839667363167769,0.6893197628309534,0.5475343862601851,0.4734728110967441,0.4596297002936547,0.4585587426098331,0.0032868537456343825,0.1866363090230152,6.7205205709906295,8.040759390394669,8.003684457193595,0.2543908149935305,13.524376065994147,404.4788925828063,0.0,4345.7
31882839497307630496007576300860674457_3,EnvPermit,0.5,11.0,2.0,13.4,0.6675434777528323,0.5192113292357745,0.6255679328060235,0.9368277457255971,0.8578815013800742,0.7869217382181017,0.6718446679674208,0.628678359570384,0.6262208902117895,0.6256621674044923,0.0032868537456343825,0.1866363090230152,6.7205205709906295,7.562089287606068,7.549005039187614,0.04491968759102747,13.425867472810205,552.6516557368217,0.0,4345.7
31882839497307630496007576300860674457_4,EnvPermit,0.5,17.0,2.0,13.4,0.8739359846108103,0.5520280066485915,0.8366427802160892,0.9752743785226754,0.9402569147151381,0.9071833206635997,0.8594389511800633,0.8393371901906347,0.8372678290828881,0.836734000149274,0.0032868537456343825,0.1866363090230152,6.7205205709906295,8.058614735188893,8.000942686223425,0.03839004822075367,13.402494506782386,699.4339723463985,0.0,4345.7
31882839497307630496007576300860674457_5,EnvPermit,0.5,21.0,2.0,13.4,0.8739359846108103,0.5520280066485915,0.8366201737977734,0.9752555811357768,0.9402526665613864,0.9072105422167682,0.8594677976814138,0.8393839155795252,0.8372817648774223,0.8367071478704473,0.0032868537456343825,0.1866363090230152,6.7205205709906295,8.119041187816766,8.140931590611581,0.04207155138719827,13.365503650996834,846.4223607896013,0.0,4345.7
204856358341536816138399558242345199755_0,EnvPermit,1.0,3.0,1.0,26.6,0.8096182036670866,0.538496135346791,0.7502078057213935,0.9532783645087969,0.8820339551440364,0.8283194979686186,0.7761342525540611,0.7539030510988596,0.7511502848752761,0.7503803151855889,0.0032868537456343825,0.17551964102312922,6.397063284995966,8.029687722807285,8.315078427596017,0.038962302589789034,13.52187073121313,98.1942439929815,0.0,8545.0
204856358341536816138399558242345199755_1,EnvPermit,1.0,5.0,1.0,26.6,0.3509081058132454,0.34558237881403986,0.39941711515293127,0.8700605482249311,0.7752736342353238,0.6821096943400937,0.5501807775551315,0.45832138707483827,0.4225492741440761,0.4028826000408473,0.0032868537456343825,0.17551964102312922,6.397063284995966,8.464084312971682,9.019283810420893,0.0382898380048573,13.160638473986182,251.515404458181,0.0,8545.0
204856358341536816138399558242345199755_2,EnvPermit,1.0,7.0,1.0,26.6,0.5493006481112461,0.4088791868759859,0.4510835267121337,0.9213458952789528,0.78536974277549,0.6907170614181564,0.550110135996365,0.47699801145460785,0.46025246558244,0.4539630402762168,0.0032868537456343825,0.17551964102312922,6.397063284995966,8.972207165800501,8.294075569999404,0.03855587880825624,13.856790826597717,404.9688341087778,0.0,8545.0
204856358341536816138399558242345199755_3,EnvPermit,1.0,11.0,1.0,26.6,0.6627627522922913,0.5177569793137988,0.6223664439918819,0.9358277165588381,0.8560309346577328,0.7844204035360113,0.6687479998474319,0.6254881094115949,0.6230463851750091,0.6224606785903506,0.0032868537456343825,0.17551964102312922,6.397063284995966,7.996516440808773,8.070233332994395,0.03804083279101178,14.388608259800822,558.7882818079903,0.0,8545.0
204856358341536816138399558242345199755_4,EnvPermit,1.0,17.0,1.0,26.6,0.8732458409439369,0.5507767890256725,0.8361459901922572,0.9750048634847012,0.9397402237396314,0.9066526144711571,0.8588413403778181,0.8388023119956382,0.8366995121368277,0.8362199132787183,0.0032868537456343825,0.17551964102312922,6.397063284995966,7.9617198767839,7.696469584596343,0.3223813190008514,13.300598851416726,708.1756477791816,0.0,8545.0
