approach,params.dataset,training_duration_for_eval,inference_duration_for_eval,metrics.nap_accuracy,metrics.rtp_similarity
Ceci,Helpdesk,37.07804387999931,5.648982133017853,0.40444700019168106,0.23976533763768196
Ceci,Helpdesk,37.07804387999931,5.6442889999598265,0.4103562390500292,0.24066057987607942
Ceci,Helpdesk,37.07804387999931,6.496629353030585,0.40445304937076476,0.23304198737061263
Ceci,Helpdesk,37.07804387999931,6.503916482964996,0.4079784158797456,0.23256564227807058
Ceci,Helpdesk,37.38786961900769,7.084306868957356,0.40153256704980844,0.22720586742096047
Ceci,Helpdesk,37.38786961900769,5.690632973972242,0.40444700019168106,0.23976533763768196
Ceci,Helpdesk,37.38786961900769,5.674250688985921,0.4103562390500292,0.24066057987607942
Ceci,Helpdesk,37.38786961900769,6.509361237986013,0.40445304937076476,0.23304198737061263
Ceci,Helpdesk,37.38786961900769,6.600409647042397,0.4079784158797456,0.23256564227807058
Ceci,Helpdesk,42.273223425028846,7.021605531976093,0.4021072796934866,0.22728269293811731
Ceci,Helpdesk,42.273223425028846,5.6685351700289175,0.40291355184972205,0.23999643361345874
Ceci,Helpdesk,42.273223425028846,5.79624794900883,0.4091882421646876,0.24136959713658593
Ceci,Helpdesk,42.273223425028846,6.513204859977122,0.4027105517909003,0.23250926339887593
Ceci,Helpdesk,42.273223425028846,6.898439097974915,0.35922142994796685,0.1895965415088159
Spoel,BPI2019,775.6150278979912,300.0310584229883,0.5418644986449864,0.6394811354247671
Spoel,BPI2019,775.6150278979912,173.61148235900328,0.5442667052278611,0.6430304913827551
Spoel,BPI2019,775.6150278979912,265.75732549699023,0.5401692246933885,0.6369826744355925
Spoel,BPI2019,775.6150278979912,282.3261452259612,0.5410385803220346,0.6385788645664234
Spoel,BPI2019,775.6150278979912,157.47420325002167,0.5347778254803048,0.6328232159035123
Spoel,BPI2017_Full,120.27302217303077,55.618257983995136,0.6555717291964854,0.3199885585430159
Spoel,BPI2017_Full,120.27302217303077,48.99818235897692,0.6557779233407516,0.3197648708694725
Spoel,BPI2017_Full,120.27302217303077,50.78747391101206,0.6552008528956209,0.3165593821629938
Spoel,BPI2017_Full,120.27302217303077,54.66495696402853,0.6549354452498058,0.31879913762523265
