metrics.total_run_time,metrics.total_fit_duration,metrics.fit_duration_per_fold,metrics.none_share,metrics.nap_accuracy,metrics.nap_balanced_accuracy,metrics.rtp_similarity,metrics.prep_duration,metrics.nap_duration,metrics.nap_eval_duration,metrics.nap_pred_duration,metrics.nap_pred_convert_duration,metrics.nap_n_events_per_second,metrics.rtp_duration,metrics.rtp_eval_duration,metrics.rtp_pred_duration,metrics.rtp_pred_convert_duration,metrics.rtp_n_traces_per_second,metrics.process_stage_width,metrics.n_process_stages,metrics.avg_unpruned_patterns_per_stage,metrics.avg_pruned_patterns_per_stage,metrics.peak_ram_train,metrics.peak_ram_test,params.dataset,params.task,params.max_pattern_size_train,params.max_pattern_size_eval,params.process_stage_width_percentage,params.selection_method,params.weight,params.weights,params.min_freq,params.train_pct,params.random_seed,params.filter_sequences,params.break_buffer,params.prune_func,params.ncores,params.cv_hash,params.base_cv_hash,params.cv_folds
685043.385426774,1259.5949521890143,251.91899043780285,0.06340961583071943,0.5704075011682753,0.11979465117915415,0.5670204209952011,15.9356542279711,25.468627328053117,0.5224804119206965,25.081376684014685,25.462996906018816,11859.277253691353,216.20822997600771,436.9486396089196,67.54359354195185,216.19587741000578,4403.778129087155,926.0,1.0,1201.0,0.0,54.4651,53.2423,BPI2019,"['nap', 'rtp']",21,7,1.0,PROB_LEN_DIST,None,['None'],0.001,0.8,42,True,1.2,None,16,143808228238095277664544419614730890173_eps1_s0,143808228238095277664544419614730890173,5
684363.776045988,1259.5949521890143,251.91899043780285,0.06137205017386477,0.5761718417404869,0.12659592453530422,0.5679633052988313,15.9356542279711,31.68045940704178,0.5214950540103018,31.296804075012915,31.672282886109315,9381.756657844267,321.450546547072,451.3838533759117,99.04252359003294,321.4331042530248,2964.575107308232,926.0,1.0,1261.0,0.0,54.4651,56.2127,BPI2019,"['nap', 'rtp']",21,7,1.0,PROB_LEN_DIST,None,['None'],0.001,0.8,42,True,1.2,None,16,143808228238095277664544419614730890173_eps1_s0,143808228238095277664544419614730890173,5
683558.239943928,1259.5949521890143,251.91899043780285,0.0631199248145719,0.7009012785579543,0.14005956745398707,0.6538748434148801,15.9356542279711,31.64222002204042,0.523431709036231,31.248961271950975,31.634172056918032,9465.978642480877,743.0089516279986,469.69029648893047,506.91925216291565,742.9898975929245,583.5288337104506,871.0,1.0,1254.0,0.0,54.4651,56.7555,BPI2019,"['nap', 'rtp']",21,3,1.0,PROB_LEN_DIST,None,['None'],0.001,0.8,42,True,1.2,None,16,143808228238095277664544419614730890173_eps0_s0,143808228238095277664544419614730890173,5
682312.873456271,1259.5949521890143,251.91899043780285,0.06311054461338216,0.6994358626782529,0.13964412018377187,0.6597060469852377,15.9356542279711,24.880541143007576,0.5353004350326955,24.490755234030075,24.87530803307891,12109.018164859579,415.79796219803393,327.1718380530365,280.83658937807195,415.78596425498836,1055.9841958512109,926.0,1.0,1213.0,0.0,54.4651,52.7647,BPI2019,"['nap', 'rtp']",21,3,1.0,PROB_LEN_DIST,None,['None'],0.001,0.8,42,True,1.2,None,16,143808228238095277664544419614730890173_eps0_s0,143808228238095277664544419614730890173,5
681543.997230623,1259.5949521890143,251.91899043780285,0.06262321069282516,0.7036067284046799,0.1522757806085381,0.6652670461881389,15.9356542279711,23.5955938459374,0.5272790130693465,23.21895064401906,23.59113886905834,12714.872628235975,347.0208254100289,260.2186294939602,221.8380326020997,347.0116857570829,1330.817788713141,926.0,1.0,1249.0,0.0,54.4651,52.3079,BPI2019,"['nap', 'rtp']",21,3,1.0,PROB_LEN_DIST,None,['None'],0.001,0.8,42,True,1.2,None,16,143808228238095277664544419614730890173_eps0_s0,143808228238095277664544419614730890173,5
680912.106665579,1259.5949521890143,251.91899043780285,0.06340961583071943,0.7014325241135395,0.14343261898270226,0.6572833517667482,15.9356542279711,25.550523218000308,0.5275513610104099,25.15306885901373,25.544731940026395,11825.475518205341,430.52462372009177,376.0345067179296,283.13584086101037,430.51342296402436,1050.5452050700105,926.0,1.0,1201.0,0.0,54.4651,53.2959,BPI2019,"['nap', 'rtp']",21,3,1.0,PROB_LEN_DIST,None,['None'],0.001,0.8,42,True,1.2,None,16,143808228238095277664544419614730890173_eps0_s0,143808228238095277664544419614730890173,5
680079.027586806,1259.5949521890143,251.91899043780285,0.06137205017386477,0.7016439671819603,0.15081382801940507,0.662140335471527,15.9356542279711,30.61513065895997,0.5464015250327066,30.229138747090474,30.607008134014904,9713.111658805052,651.882455016952,418.23849539796356,416.32519802602474,651.8653179079993,705.2635809510759,926.0,1.0,1261.0,0.0,54.4651,56.182,BPI2019,"['nap', 'rtp']",21,3,1.0,PROB_LEN_DIST,None,['None'],0.001,0.8,42,True,1.2,None,16,143808228238095277664544419614730890173_eps0_s0,143808228238095277664544419614730890173,5
672587.595082296,1262.244800174958,252.44896003499161,0.19145915172987335,0.6194177186090696,0.1201535593360845,0.5544642165192103,16.23304686602205,29.172683479031548,0.5265100649558008,28.74677247402724,29.164434780948795,10289.920382097074,300.56311398302205,444.79823495598976,48.20846504997462,300.5441159689799,6135.89334763845,436.0,2.0,120.5,0.0,54.5427,56.7781,BPI2019,"['nap', 'rtp']",21,21,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps4_s0,258208765752992901959170973957564585355,5
671812.052115271,1262.244800174958,252.44896003499161,0.19589019385687165,0.6162416247694388,0.11920183273288464,0.5598867717543291,16.23304686602205,21.968536771950312,0.5145857899915427,21.582729546935298,21.963236899930052,13740.56971594266,167.77792321506422,289.6496742860181,31.02519962307997,167.76761573692784,9558.64921427892,463.0,2.0,116.0,0.0,54.5427,52.8341,BPI2019,"['nap', 'rtp']",21,21,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps4_s0,258208765752992901959170973957564585355,5
671331.652851544,1262.244800174958,252.44896003499161,0.19014246712687907,0.6222419434602643,0.1444170376908455,0.5660962252981581,16.23304686602205,21.36151743202936,0.5298785029444844,20.966234794002958,21.356915686046705,14081.021361281544,151.33495908905752,237.74698742304463,29.000939028919674,151.32556669099722,10179.877268994678,463.0,2.0,114.0,0.0,54.5427,52.3521,BPI2019,"['nap', 'rtp']",21,21,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps4_s0,258208765752992901959170973957564585355,5
670920.207128501,1262.244800174958,252.44896003499161,0.1931167569348489,0.6189371551906726,0.12274549506493714,0.559675913020497,16.23304686602205,23.120333245955408,0.5140369610162452,22.72211834799964,23.114507438032888,13090.636860721483,177.50792060501408,364.16559708397835,30.890376618946902,177.49617654306348,9629.115360722346,463.0,2.0,113.5,0.0,54.5427,53.366,BPI2019,"['nap', 'rtp']",21,21,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps4_s0,258208765752992901959170973957564585355,5
670354.395233993,1262.244800174958,252.44896003499161,0.18991618389818096,0.6212540741573264,0.12961722887507238,0.5640923799819296,16.23304686602205,28.06355356797576,0.5346304849954322,27.646979491924867,28.055465118959546,10620.292176429626,276.3548026829958,402.35810312605463,46.18883146101143,276.3365821260959,6356.926354541952,463.0,2.0,119.5,0.0,54.5427,56.2144,BPI2019,"['nap', 'rtp']",21,21,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps4_s0,258208765752992901959170973957564585355,5
669646.574680531,1262.244800174958,252.44896003499161,0.19145915172987335,0.6194177186090696,0.1201535593360845,0.5544649593740473,16.23304686602205,30.153250521048903,0.5448836300056428,29.724132299073972,30.144396596006118,9951.577291600719,305.27825809502974,442.1627714339411,48.056884323013946,305.2607741589891,6155.247144441769,436.0,2.0,120.5,0.0,54.5427,56.7787,BPI2019,"['nap', 'rtp']",21,15,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps3_s0,258208765752992901959170973957564585355,5
668867.991627668,1262.244800174958,252.44896003499161,0.19589019385687165,0.6162416247694388,0.11920183273288464,0.5598868161721502,16.23304686602205,22.10040521004703,0.5385249640094116,21.706407340010628,22.095015084021725,13662.279314797692,167.0382445330033,288.5366293650586,32.144660159014165,167.02626621699892,9225.762491591857,463.0,2.0,116.0,0.0,54.5427,52.7911,BPI2019,"['nap', 'rtp']",21,15,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps3_s0,258208765752992901959170973957564585355,5
668389.274034974,1262.244800174958,252.44896003499161,0.19014246712687907,0.6222419434602643,0.1444170376908455,0.5661059921449635,16.23304686602205,21.49216721893754,0.5300303000258282,21.109557483927347,21.487204991979524,13985.418700736991,153.23675691802055,237.10797181597445,29.37828291207552,153.22648305806797,10049.123731416297,463.0,2.0,114.0,0.0,54.5427,52.3295,BPI2019,"['nap', 'rtp']",21,15,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps3_s0,258208765752992901959170973957564585355,5
667976.445211935,1262.244800174958,252.44896003499161,0.1931167569348489,0.6189371551906726,0.12274549506493714,0.5597075163048806,16.23304686602205,23.45064667297993,0.5610255650244653,23.03770775103476,23.44510321202688,12911.310587601316,184.66954454197548,364.2536514659878,31.919582857983187,184.65766611299478,9318.636816884578,463.0,2.0,113.5,0.0,54.5427,53.3371,BPI2019,"['nap', 'rtp']",21,15,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps3_s0,258208765752992901959170973957564585355,5
667402.988797957,1262.244800174958,252.44896003499161,0.18991618389818096,0.6212540741573264,0.12961722887507238,0.5640918870741499,16.23304686602205,28.032041051075794,0.5313003489281982,27.6471659099916,28.024066257989034,10620.220566401238,272.1761388860177,404.36670122202486,46.94177685189061,272.16014856495894,6254.961351940693,463.0,2.0,119.5,0.0,54.5427,56.2494,BPI2019,"['nap', 'rtp']",21,15,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps3_s0,258208765752992901959170973957564585355,5
666697.377198398,1262.244800174958,252.44896003499161,0.19145915172987335,0.6194177186090696,0.1201535593360845,0.554466255801111,16.23304686602205,29.197215533000417,0.5044682830339298,28.809176180977374,29.188301821006462,10267.63133182952,292.2557734060101,443.5463063379284,50.05370465503074,292.23268795991316,5909.692440123308,436.0,2.0,120.5,0.0,54.5427,56.785,BPI2019,"['nap', 'rtp']",21,11,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps2_s0,258208765752992901959170973957564585355,5
665931.392709502,1262.244800174958,252.44896003499161,0.19589019385687165,0.6162416247694388,0.11920183273288464,0.5598868454661104,16.23304686602205,22.274414743995294,0.5408092750003561,21.862848531920463,22.26900911598932,13564.5178882804,167.97654271894135,292.388003951055,33.767749341903254,167.96501600195188,8782.314657613038,463.0,2.0,116.0,0.0,54.5427,52.8136,BPI2019,"['nap', 'rtp']",21,11,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps2_s0,258208765752992901959170973957564585355,5
665447.741936624,1262.244800174958,252.44896003499161,0.19014246712687907,0.6222419434602643,0.1444170376908455,0.5661002916119113,16.23304686602205,21.44093035394326,0.5343593129655346,21.045678398921154,21.43514384201262,14027.868068873175,153.0910973160062,239.85614054708276,30.844027363928035,153.080658640014,9571.577554274434,463.0,2.0,114.0,0.0,54.5427,52.3671,BPI2019,"['nap', 'rtp']",21,11,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps2_s0,258208765752992901959170973957564585355,5
665032.351670465,1262.244800174958,252.44896003499161,0.1931167569348489,0.6189371551906726,0.12274549506493714,0.5597346867949589,16.23304686602205,23.20326837396715,0.5238646060461178,22.814525431022048,23.197507956065238,13037.615044823438,191.93713422492146,363.1532422640594,34.42336675000843,191.92466059396975,8640.84568369325,463.0,2.0,113.5,0.0,54.5427,53.3016,BPI2019,"['nap', 'rtp']",21,11,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps2_s0,258208765752992901959170973957564585355,5
664453.04782463,1262.244800174958,252.44896003499161,0.18991618389818096,0.6212540741573264,0.12961722887507238,0.5640934128950755,16.23304686602205,30.640634508104995,0.5338318749563769,30.2316396930255,30.63322016503662,9712.308130866566,269.62950684397947,402.74086836201604,48.51279265107587,269.6130873130169,6052.403581707399,463.0,2.0,119.5,0.0,54.5427,56.1663,BPI2019,"['nap', 'rtp']",21,11,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps2_s0,258208765752992901959170973957564585355,5
663749.049017474,1262.244800174958,252.44896003499161,0.19145915172987335,0.6194177186090696,0.1201535593360845,0.5544719775114645,16.23304686602205,29.16377045493573,0.5346531530376524,28.75913858797867,29.15553128195461,10285.495829268175,298.5025935469894,444.877500306,60.357504369923845,298.48327720700763,4900.832184628863,436.0,2.0,120.5,0.0,54.5427,56.8399,BPI2019,"['nap', 'rtp']",21,7,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps1_s0,258208765752992901959170973957564585355,5
662975.49961547,1262.244800174958,252.44896003499161,0.19589019385687165,0.6162416247694388,0.11920183273288464,0.5598868884315684,16.23304686602205,21.987373890005983,0.5417199099902064,21.598710221005604,21.981807679054327,13730.403203038697,170.17682959104422,289.9404242889723,36.352178670000285,170.1655558309285,8157.942958305714,463.0,2.0,116.0,0.0,54.5427,52.8083,BPI2019,"['nap', 'rtp']",21,7,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps1_s0,258208765752992901959170973957564585355,5
662492.420133977,1262.244800174958,252.44896003499161,0.19014246712687907,0.6222419434602643,0.1444170376908455,0.566103166060936,16.23304686602205,21.280848665977828,0.5525666020112112,20.891161508043297,21.275747788022272,14131.622116191824,154.69937974400818,237.34460827091243,34.00729378906544,154.6897887729574,8681.255316320574,463.0,2.0,114.0,0.0,54.5427,52.3745,BPI2019,"['nap', 'rtp']",21,7,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps1_s0,258208765752992901959170973957564585355,5
662078.056757044,1262.244800174958,252.44896003499161,0.1931167569348489,0.6189371551906726,0.12274549506493714,0.5597548225416733,16.23304686602205,23.116794802015647,0.5573553449939936,22.72453312505968,23.110938671976328,13089.245810378727,187.54411311005242,360.6291896930197,40.82587934599724,187.53201632096898,7285.746314957528,463.0,2.0,113.5,0.0,54.5427,53.3198,BPI2019,"['nap', 'rtp']",21,7,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps1_s0,258208765752992901959170973957564585355,5
661505.759530529,1262.244800174958,252.44896003499161,0.18991618389818096,0.6212540741573264,0.12961722887507238,0.5640926972991989,16.23304686602205,27.97945969097782,0.5185153890633956,27.58991323399823,27.970963204978034,10642.258912151345,279.8410668579163,404.12493578798603,51.21750714001246,279.82319853501394,5732.7858460064945,463.0,2.0,119.5,0.0,54.5427,56.1832,BPI2019,"['nap', 'rtp']",21,7,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps1_s0,258208765752992901959170973957564585355,5
660792.795260778,1262.244800174958,252.44896003499161,0.19145915172987335,0.619346725174272,0.12014153156531669,0.5550897635144968,16.23304686602205,28.887253851047717,0.534380987053737,28.48479486699216,28.877339458907954,10384.55784502671,368.5549198340159,443.99375775502995,128.46785369305871,368.53613672591746,2302.537105560615,436.0,2.0,120.5,0.0,54.5427,56.8259,BPI2019,"['nap', 'rtp']",21,3,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps0_s0,258208765752992901959170973957564585355,5
659950.415701484,1262.244800174958,252.44896003499161,0.19589019385687165,0.6162416247694388,0.11920183273288464,0.5605543424959331,16.23304686602205,22.039743480971083,0.5236603019293398,21.63881052308716,22.03448732907418,13704.958490375035,192.8705057039624,290.2407557000406,59.804961483110674,192.86004982702434,4958.769183117864,463.0,2.0,116.0,0.0,54.5427,52.8292,BPI2019,"['nap', 'rtp']",21,3,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps0_s0,258208765752992901959170973957564585355,5
659444.310859117,1262.244800174958,252.44896003499161,0.19014246712687907,0.6222419434602643,0.1444170376908455,0.5660993236674916,16.23304686602205,21.32873887300957,0.5354966630693525,20.926539144013077,21.323814657051116,14107.731716568236,174.05578746204264,237.75358580891043,53.16837873996701,174.04622962791473,5552.661318560702,463.0,2.0,114.0,0.0,54.5427,52.4069,BPI2019,"['nap', 'rtp']",21,3,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps0_s0,258208765752992901959170973957564585355,5
659010.159316715,1262.244800174958,252.44896003499161,0.1931167569348489,0.618953964908034,0.12275232141978829,0.5597762769511482,16.23304686602205,22.717041508993134,0.5241086250171065,22.330553661915474,22.71122093591839,13320.180256313695,225.25743752601556,361.29971902503166,79.31222735799383,225.2451097209705,3750.329676878259,463.0,2.0,113.5,0.0,54.5427,53.3408,BPI2019,"['nap', 'rtp']",21,3,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps0_s0,258208765752992901959170973957564585355,5
658399.891255093,1262.244800174958,252.44896003499161,0.18991618389818096,0.6212472626090273,0.12961620452472816,0.5629792523378063,16.23304686602205,28.005718489992432,0.5103192270034924,27.622986629023217,27.99761003709864,10629.516784093767,329.12976454605814,393.6035254909657,100.32255519891623,329.1117440200178,2926.749616951263,463.0,2.0,119.5,0.0,54.5427,56.1616,BPI2019,"['nap', 'rtp']",21,3,0.5,PROB_LEN_DIST,None,['None'],0.01,0.8,42,True,1.2,None,16,258208765752992901959170973957564585355_eps0_s0,258208765752992901959170973957564585355,5
651267.510349464,1272.6914497610414,254.5382899522083,0.06267368036727271,0.6883016342012562,0.13634141119351803,0.658624439422199,16.190039015957154,33.332790689892136,0.5594253350282088,32.94311277393717,33.32364495401271,8979.175769753692,320.71065805095714,518.7483167659957,76.39801227196585,320.69133061601315,3871.8546622258673,436.0,2.0,952.0,0.0,54.4084,56.7043,BPI2019,"['nap', 'rtp']",21,21,0.5,PROB_LEN_DIST,None,['None'],0.001,0.8,42,True,1.2,None,16,94663391914329153046920958885615291360_eps4_s0,94663391914329153046920958885615291360,5
650393.658834331,1272.6914497610414,254.5382899522083,0.0630498484281374,0.6867638480032641,0.13551468254076504,0.6662317096048364,16.190039015957154,26.068042699014768,0.5679316490422934,25.682395901996642,26.0624362899689,11547.170331446547,184.44275063602254,345.8046909290133,43.367031596950255,184.43114419002086,6838.351371525628,463.0,2.0,975.0,0.0,54.4084,52.7348,BPI2019,"['nap', 'rtp']",21,21,0.5,PROB_LEN_DIST,None,['None'],0.001,0.8,42,True,1.2,None,16,94663391914329153046920958885615291360_eps4_s0,94663391914329153046920958885615291360,5
649836.261064403,1272.6914497610414,254.5382899522083,0.06262321069282516,0.6980787600008129,0.15035202738598524,0.6692721414676933,16.190039015957154,25.36924261401873,0.5496534089324996,24.983933071023785,25.36332009593025,11816.634280949196,165.1885415900033,273.63390354800504,41.66284523101058,165.17781424091663,7086.073895410695,463.0,2.0,1006.0,0.0,54.4084,52.2633,BPI2019,"['nap', 'rtp']",21,21,0.5,PROB_LEN_DIST,None,['None'],0.001,0.8,42,True,1.2,None,16,94663391914329153046920958885615291360_eps4_s0,94663391914329153046920958885615291360,5
649370.987928242,1272.6914497610414,254.5382899522083,0.0633759963959966,0.6954314550155154,0.14130445608930295,0.6633982248569054,16.190039015957154,27.03881438600365,0.5725636809365824,26.637252816930413,27.03339310490992,11166.57945337911,198.1220644779969,411.47468271292746,42.68583817698527,198.11146262008697,6968.282988065423,463.0,2.0,929.5,0.0,54.4084,53.1922,BPI2019,"['nap', 'rtp']",21,21,0.5,PROB_LEN_DIST,None,['None'],0.001,0.8,42,True,1.2,None,16,94663391914329153046920958885615291360_eps4_s0,94663391914329153046920958885615291360,5
648733.269575056,1272.6914497610414,254.5382899522083,0.061130240209250765,0.6873533388506875,0.1459696430707094,0.6776654932091595,16.190039015957154,32.16448176302947,0.5418861269718036,31.777680800994858,32.157215448096395,9239.78693847311,277.63541978399735,187.6298646220239,55.73149245500099,277.6179476910038,5268.457510573136,463.0,2.0,3196.5,0.0,54.4084,56.0809,BPI2019,"['nap', 'rtp']",21,21,0.5,PROB_LEN_DIST,None,['None'],0.001,0.8,42,True,1.2,None,16,94663391914329153046920958885615291360_eps4_s0,94663391914329153046920958885615291360,5
